"root"	"kanji"	"id"	"id_super"	"disp"	"band"	"F"	"groupkey"
"not"	"记"	"n"	"ᴺ"	"记ᴺ"	"basic"	"26"	"记"
"ĵurnal"	"记"	"ĵ"	"ᴶ̂"	"记ᴶ̂"	"basic"	"10"	"记"
"rekord"	"记"	"r"	"ᴿ"	"记ᴿ"	"basic"	"9"	"记"
"graf"	"记"	"g"	"ᴳ"	"记ᴳ"	"sci"	"123"	"记"
"mir"	"惊"	""	""	"惊"	"basic"	"18"	"惊"
"surpriz"	"惊"	"s"	"ˢ"	"惊ˢ"	"basic"	"8"	"惊"
"konstern"	"惊"	"k"	"ᴷ"	"惊ᴷ"	"pejvo"	"7"	"惊"
"mon"	"钱"	""	""	"钱"	"basic"	"78"	"钱"
"sold"	"钱"	"s"	"ˢ"	"钱ˢ"	"pejvo"	"2"	"钱"
"mont"	"山"	""	""	"山"	"basic"	"67"	"山"
"mur"	"壁"	""	""	"壁"	"basic"	"39"	"壁"
"pariet"	"壁"	"p"	"ᴾ"	"壁ᴾ"	"pejvo"	"3"	"壁"
"neces"	"必"	""	""	"必"	"basic"	"18"	"必"
"nepr"	"必"	"np"	"ᴺᴾ"	"必ᴺᴾ"	"basic"	"5"	"必"
"nigr"	"黑"	""	""	"黑"	"basic"	"60"	"黑"
"negr"	"黑"	"ne"	"ᴺᴱ"	"黑ᴺᴱ"	"pejvo"	"7"	"黑"
"melan"	"黑"	"m"	"ᴹ"	"黑ᴹ"	"piv"	"4"	"黑"
"okul"	"目"	""	""	"目"	"basic"	"67"	"目"
"oftalm"	"目"	"of"	"ᴼᶠ"	"目ᴼᶠ"	"pejvo"	"8"	"目"
"okup"	"占"	""	""	"占"	"basic"	"17"	"占"
"au^gur"	"占"	"a"	"ᴬ"	"占ᴬ"	"pejvo"	"10"	"占"
"orakol"	"占"	"or"	"ᴼᴿ"	"占ᴼᴿ"	"pejvo"	"2"	"占"
"pag"	"付"	""	""	"付"	"basic"	"69"	"付"
"part"	"部"	""	""	"部"	"basic"	"49"	"部"
"ministeri"	"部"	"m"	"ᴹ"	"部ᴹ"	"basic"	"15"	"部"
"redakci"	"部"	"r"	"ᴿ"	"部ᴿ"	"basic"	"3"	"部"
"departement"	"部"	"d"	"ᴰ"	"部ᴰ"	"pejvo"	"3"	"部"
"pec"	"片"	""	""	"片"	"basic"	"35"	"片"
"lamen"	"片"	"l"	"ᴸ"	"片ᴸ"	"basic"	"14"	"片"
"split"	"片"	"s"	"ˢ"	"片ˢ"	"basic"	"8"	"片"
"pens"	"思"	""	""	"思"	"basic"	"49"	"思"
"medit"	"思"	"m"	"ᴹ"	"思ᴹ"	"basic"	"5"	"思"
"perd"	"失"	""	""	"失"	"basic"	"21"	"失"
"permes"	"许"	""	""	"许"	"basic"	"21"	"许"
"licenc"	"许"	"l"	"ᴸ"	"许ᴸ"	"basic"	"5"	"许"
"lic"	"许"	"li"	"ᴸᴵ"	"许ᴸᴵ"	"pejvo"	"2"	"许"
"pied"	"足"	""	""	"足"	"basic"	"81"	"足"
"pod"	"足"	"po"	"ᴾᴼ"	"足ᴾᴼ"	"sci"	"29"	"足"
"popol"	"民"	""	""	"民"	"basic"	"38"	"民"
"civil"	"民"	"c"	"ᶜ"	"民ᶜ"	"basic"	"30"	"民"
"demokrati"	"民"	"d"	"ᴰ"	"民ᴰ"	"basic"	"13"	"民"
"demokrat"	"民"	"de"	"ᴰᴱ"	"民ᴰᴱ"	"pejvo"	"12"	"民"
"pleb"	"民"	"pl"	"ᴾᴸ"	"民ᴾᴸ"	"pejvo"	"2"	"民"
"pord"	"门"	""	""	"门"	"basic"	"37"	"门"
"filum"	"门"	"f"	"ᶠ"	"门ᶠ"	"piv"	"2"	"门"
"prem"	"压"	""	""	"压"	"basic"	"102"	"压"
"tensi"	"压"	"t"	"ᵀ"	"压ᵀ"	"pejvo"	"17"	"压"
"katiz"	"压"	"k"	"ᴷ"	"压ᴷ"	"pejvo"	"5"	"压"
"markot"	"压"	"m"	"ᴹ"	"压ᴹ"	"pejvo"	"3"	"压"
"preg"	"压"	"pg"	"ᴾᴳ"	"压ᴾᴳ"	"piv"	"2"	"压"
"presuriz"	"压"	"ps"	"ᴾˢ"	"压ᴾˢ"	"piv"	"2"	"压"
"prezent"	"呈"	""	""	"呈"	"basic"	"27"	"呈"
"prov"	"试"	""	""	"试"	"basic"	"42"	"试"
"punkt"	"点"	""	""	"点"	"basic"	"69"	"点"
"poent"	"点"	"pt"	"ᴾᵀ"	"点ᴾᵀ"	"basic"	"4"	"点"
"desert"	"点"	"d"	"ᴰ"	"点ᴰ"	"basic"	"4"	"点"
"pur"	"纯"	""	""	"纯"	"basic"	"48"	"纯"
"rajt"	"权"	""	""	"权"	"basic"	"62"	"权"
"aŭtoritat"	"权"	"a"	"ᴬ"	"权ᴬ"	"basic"	"6"	"权"
"suveren"	"权"	"s"	"ˢ"	"权ˢ"	"pejvo"	"5"	"权"
"rakont"	"述"	""	""	"述"	"basic"	"15"	"述"
"dikt"	"述"	"d"	"ᴰ"	"述ᴰ"	"basic"	"4"	"述"
"reg"	"治"	""	""	"治"	"basic"	"55"	"治"
"krat"	"治"	"k"	"ᴷ"	"治ᴷ"	"pejvo"	"5"	"治"
"regi"	"治"	"ri"	"ᴿᴵ"	"治ᴿᴵ"	"pejvo"	"3"	"治"
"domin"	"治"	"d"	"ᴰ"	"治ᴰ"	"pejvo"	"9"	"治"
"krati"	"治"	"ki"	"ᴷᴵ"	"治ᴷᴵ"	"pejvo"	"3"	"治"
"renkont"	"遇"	""	""	"遇"	"basic"	"10"	"遇"
"rigard"	"看"	""	""	"看"	"basic"	"44"	"看"
"konsci"	"觉"	""	""	"觉"	"basic"	"27"	"觉"
"rimark"	"觉"	"r"	"ᴿ"	"觉ᴿ"	"basic"	"11"	"觉"
"bodi"	"觉"	"b"	"ᴮ"	"觉ᴮ"	"pejvo"	"3"	"觉"
"percept"	"觉"	"p"	"ᴾ"	"觉ᴾ"	"pejvo"	"7"	"觉"
"ŝanĝ"	"变"	""	""	"变"	"basic"	"62"	"变"
"vari"	"变"	"v"	"ⱽ"	"变ⱽ"	"basic"	"24"	"变"
"transmutaci"	"变"	"t"	"ᵀ"	"变ᵀ"	"pejvo"	"3"	"变"
"krement"	"变"	"k"	"ᴷ"	"变ᴷ"	"piv"	"4"	"变"
"semajn"	"周"	""	""	"周"	"basic"	"25"	"周"
"sent"	"感"	""	""	"感"	"basic"	"52"	"感"
"sens"	"感"	"ss"	"ˢˢ"	"感ˢˢ"	"basic"	"33"	"感"
"estez"	"感"	"e"	"ᴱ"	"感ᴱ"	"suf"	"19"	"感"
"induk"	"感"	"i"	"ᴵ"	"感ᴵ"	"pejvo"	"10"	"感"
"influenc"	"感"	"if"	"ᴵᶠ"	"感ᴵᶠ"	"pejvo"	"2"	"感"
"serĉ"	"寻"	""	""	"寻"	"basic"	"22"	"寻"
"klaft"	"寻"	"k"	"ᴷ"	"寻ᴷ"	"pejvo"	"2"	"寻"
"simpl"	"简"	""	""	"简"	"basic"	"21"	"简"
"konciz"	"简"	"k"	"ᴷ"	"简ᴷ"	"basic"	"6"	"简"
"lakon"	"简"	"l"	"ᴸ"	"简ᴸ"	"pejvo"	"7"	"简"
"sol"	"唯"	""	""	"唯"	"basic"	"29"	"唯"
"son"	"声"	""	""	"声"	"basic"	"95"	"声"
"voĉ"	"声"	"v"	"ⱽ"	"声ⱽ"	"basic"	"55"	"声"
"fonograf"	"声"	"f"	"ᶠ"	"声ᶠ"	"basic"	"0"	"声"
"foni"	"声"	"fi"	"ᶠᴵ"	"声ᶠᴵ"	"pejvo"	"2"	"声"
"sun"	"阳"	""	""	"阳"	"basic"	"63"	"阳"
"tabl"	"桌"	""	""	"桌"	"basic"	"45"	"桌"
"tim"	"怕"	""	""	"怕"	"basic"	"44"	"怕"
"fob"	"怕"	"f"	"ᶠ"	"怕ᶠ"	"piv"	"2"	"怕"
"tir"	"拉"	""	""	"拉"	"basic"	"75"	"拉"
"trankvil"	"静"	""	""	"静"	"basic"	"18"	"静"
"kviet"	"静"	"k"	"ᴷ"	"静ᴷ"	"basic"	"20"	"静"
"statik"	"静"	"s"	"ˢ"	"静ˢ"	"pejvo"	"16"	"静"
"sedativ"	"静"	"sd"	"ˢᴰ"	"静ˢᴰ"	"pejvo"	"2"	"静"
"kvi"	"静"	"kv"	"ᴷⱽ"	"静ᴷⱽ"	"piv"	"2"	"静"
"kalm"	"静"	"kl"	"ᴷᴸ"	"静ᴷᴸ"	"piv"	"3"	"静"
"trink"	"饮"	""	""	"饮"	"basic"	"26"	"饮"
"drink"	"饮"	"d"	"ᴰ"	"饮ᴰ"	"basic"	"16"	"饮"
"turn"	"转"	""	""	"转"	"basic"	"62"	"转"
"ĝir"	"转"	"ĝ"	"ᴳ̂"	"转ᴳ̂"	"basic"	"20"	"转"
"rivolu"	"转"	"r"	"ᴿ"	"转ᴿ"	"basic"	"7"	"转"
"relajs"	"转"	"rl"	"ᴿᴸ"	"转ᴿᴸ"	"pejvo"	"6"	"转"
"invert"	"转"	"i"	"ᴵ"	"转ᴵ"	"pejvo"	"4"	"转"
"konvert"	"转"	"k"	"ᴷ"	"转ᴷ"	"pejvo"	"12"	"转"
"transpon"	"转"	"ts"	"ᵀˢ"	"转ᵀˢ"	"pejvo"	"4"	"转"
"urb"	"市"	""	""	"市"	"basic"	"72"	"市"
"bors"	"市"	"b"	"ᴮ"	"市ᴮ"	"basic"	"13"	"市"
"civit"	"市"	"c"	"ᶜ"	"市ᶜ"	"basic"	"15"	"市"
"bazar"	"市"	"bz"	"ᴮᶻ"	"市ᴮᶻ"	"basic"	"13"	"市"
"merkat"	"市"	"m"	"ᴹ"	"市ᴹ"	"basic"	"25"	"市"
"uz"	"用"	""	""	"用"	"basic"	"54"	"用"
"aplik"	"用"	"a"	"ᴬ"	"用ᴬ"	"basic"	"10"	"用"
"varm"	"暖"	""	""	"暖"	"basic"	"136"	"暖"
"vent"	"风"	""	""	"风"	"basic"	"81"	"风"
"stil"	"风"	"s"	"ˢ"	"风ˢ"	"basic"	"27"	"风"
"tajfun"	"风"	"t"	"ᵀ"	"风ᵀ"	"basic"	"2"	"风"
"esk"	"风"	"e"	"ᴱ"	"风ᴱ"	"pejvo"	"11"	"风"
"anem"	"风"	"a"	"ᴬ"	"风ᴬ"	"pejvo"	"3"	"风"
"ventol"	"风"	"vl"	"ⱽᴸ"	"风ⱽᴸ"	"pejvo"	"6"	"风"
"ver"	"真"	""	""	"真"	"basic"	"34"	"真"
"au^tentik"	"真"	"a"	"ᴬ"	"真ᴬ"	"pejvo"	"3"	"真"
"vesper"	"晚"	""	""	"晚"	"basic"	"28"	"晚"
"vest"	"衣"	""	""	"衣"	"basic"	"70"	"衣"
"vizaĝ"	"颜"	""	""	"颜"	"basic"	"16"	"颜"
"farb"	"颜"	"f"	"ᶠ"	"颜ᶠ"	"basic"	"12"	"颜"
"faci"	"颜"	"fc"	"ᶠᶜ"	"颜ᶠᶜ"	"piv"	"2"	"颜"
"vojaĝ"	"旅"	""	""	"旅"	"basic"	"42"	"旅"
"turist"	"旅"	"t"	"ᵀ"	"旅ᵀ"	"basic"	"1"	"旅"
"brigad"	"旅"	"b"	"ᴮ"	"旅ᴮ"	"pejvo"	"9"	"旅"
"fru"	"早"	""	""	"早"	"basic"	"48"	"早"
"aer"	"气"	""	""	"气"	"basic"	"95"	"气"
"gas"	"气"	"g"	"ᴳ"	"气ᴳ"	"basic"	"84"	"气"
"odor"	"气"	"o"	"ᴼ"	"气ᴼ"	"basic"	"26"	"气"
"veter"	"气"	"v"	"ⱽ"	"气ⱽ"	"basic"	"20"	"气"
"atmosfer"	"气"	"at"	"ᴬᵀ"	"气ᴬᵀ"	"basic"	"10"	"气"
"meteo"	"气"	"m"	"ᴹ"	"气ᴹ"	"pejvo"	"9"	"气"
"pneu^mat"	"气"	"p"	"ᴾ"	"气ᴾ"	"pejvo"	"3"	"气"
"pneu^matik"	"气"	"pk"	"ᴾᴷ"	"气ᴾᴷ"	"pejvo"	"4"	"气"
"heli"	"气"	"h"	"ᴴ"	"气ᴴ"	"pejvo"	"1"	"气"
"neon"	"气"	"n"	"ᴺ"	"气ᴺ"	"pejvo"	"1"	"气"
"argon"	"气"	"ag"	"ᴬᴳ"	"气ᴬᴳ"	"pejvo"	"1"	"气"
"radon"	"气"	"r"	"ᴿ"	"气ᴿ"	"pejvo"	"1"	"气"
"fluor"	"气"	"f"	"ᶠ"	"气ᶠ"	"pejvo"	"1"	"气"
"helium"	"气"	"hm"	"ᴴᴹ"	"气ᴴᴹ"	"pejvo"	"1"	"气"
"kripton"	"气"	"k"	"ᴷ"	"气ᴷ"	"pejvo"	"1"	"气"
"ksenon"	"气"	"ks"	"ᴷˢ"	"气ᴷˢ"	"piv"	"1"	"气"
"aĝ"	"岁"	""	""	"岁"	"basic"	"41"	"岁"
"agrabl"	"快"	""	""	"快"	"basic"	"10"	"快"
"alegr"	"快"	"al"	"ᴬᴸ"	"快ᴬᴸ"	"pejvo"	"4"	"快"
"it"	"受"	""	""	"受"	"suf"	"949"	"受"
"akcept"	"受"	"a"	"ᴬ"	"受ᴬ"	"basic"	"14"	"受"
"amas"	"堆"	""	""	"堆"	"basic"	"44"	"堆"
"atent"	"注"	""	""	"注"	"basic"	"16"	"注"
"injekt"	"注"	"i"	"ᴵ"	"注ᴵ"	"basic"	"7"	"注"
"komentari"	"注"	"k"	"ᴷ"	"注ᴷ"	"basic"	"4"	"注"
"glos"	"注"	"g"	"ᴳ"	"注ᴳ"	"pejvo"	"6"	"注"
"skoli"	"注"	"s"	"ˢ"	"注ˢ"	"piv"	"2"	"注"
"aŭtun"	"秋"	""	""	"秋"	"basic"	"12"	"秋"
"best"	"兽"	""	""	"兽"	"basic"	"49"	"兽"
"zo"	"兽"	"z"	"ᶻ"	"兽ᶻ"	"basic"	"16"	"兽"
"animal"	"兽"	"a"	"ᴬ"	"兽ᴬ"	"basic"	"8"	"兽"
"zoologi"	"兽"	"zl"	"ᶻᴸ"	"兽ᶻᴸ"	"basic"	"0"	"兽"
"lutr"	"兽"	"l"	"ᴸ"	"兽ᴸ"	"pejvo"	"1"	"兽"
"otari"	"兽"	"o"	"ᴼ"	"兽ᴼ"	"pejvo"	"1"	"兽"
"mirmekofag"	"兽"	"m"	"ᴹ"	"兽ᴹ"	"pejvo"	"1"	"兽"
"ekv"	"兽"	"e"	"ᴱ"	"兽ᴱ"	"piv"	"1"	"兽"
"hin"	"兽"	"h"	"ᴴ"	"兽ᴴ"	"piv"	"1"	"兽"
"teri"	"兽"	"t"	"ᵀ"	"兽ᵀ"	"piv"	"3"	"兽"
"ding"	"兽"	"d"	"ᴰ"	"兽ᴰ"	"piv"	"1"	"兽"
"gau^r"	"兽"	"g"	"ᴳ"	"兽ᴳ"	"piv"	"1"	"兽"
"ljam"	"兽"	"lj"	"ᴸᴶ"	"兽ᴸᴶ"	"piv"	"1"	"兽"
"nazu"	"兽"	"n"	"ᴺ"	"兽ᴺ"	"piv"	"1"	"兽"
"pudu"	"兽"	"p"	"ᴾ"	"兽ᴾ"	"piv"	"1"	"兽"
"unau^"	"兽"	"u"	"ᵁ"	"兽ᵁ"	"piv"	"1"	"兽"
"unci"	"兽"	"uc"	"ᵁᶜ"	"兽ᵁᶜ"	"piv"	"1"	"兽"
"besti"	"兽"	"bi"	"ᴮᴵ"	"兽ᴮᴵ"	"piv"	"2"	"兽"
"viver"	"兽"	"v"	"ⱽ"	"兽ⱽ"	"piv"	"1"	"兽"
"ekidn"	"兽"	"ed"	"ᴱᴰ"	"兽ᴱᴰ"	"piv"	"1"	"兽"
"focen"	"兽"	"f"	"ᶠ"	"兽ᶠ"	"piv"	"1"	"兽"
"kiang"	"兽"	"k"	"ᴷ"	"兽ᴷ"	"piv"	"1"	"兽"
"mazam"	"兽"	"mz"	"ᴹᶻ"	"兽ᴹᶻ"	"piv"	"1"	"兽"
"okapi"	"兽"	"ok"	"ᴼᴷ"	"兽ᴼᴷ"	"piv"	"1"	"兽"
"orcin"	"兽"	"or"	"ᴼᴿ"	"兽ᴼᴿ"	"piv"	"1"	"兽"
"venad"	"兽"	"vn"	"ⱽᴺ"	"兽ⱽᴺ"	"piv"	"1"	"兽"
"zibet"	"兽"	"zb"	"ᶻᴮ"	"兽ᶻᴮ"	"piv"	"1"	"兽"
"agvara"	"兽"	"ag"	"ᴬᴳ"	"兽ᴬᴳ"	"piv"	"1"	"兽"
"desmod"	"兽"	"ds"	"ᴰˢ"	"兽ᴰˢ"	"piv"	"1"	"兽"
"dugong"	"兽"	"dg"	"ᴰᴳ"	"兽ᴰᴳ"	"piv"	"1"	"兽"
"gvanak"	"兽"	"gv"	"ᴳⱽ"	"兽ᴳⱽ"	"piv"	"1"	"兽"
"gvemul"	"兽"	"gm"	"ᴳᴹ"	"兽ᴳᴹ"	"piv"	"1"	"兽"
"izatis"	"兽"	"i"	"ᴵ"	"兽ᴵ"	"piv"	"1"	"兽"
"karibu"	"兽"	"kr"	"ᴷᴿ"	"兽ᴷᴿ"	"piv"	"1"	"兽"
"koendu"	"兽"	"kd"	"ᴷᴰ"	"兽ᴷᴰ"	"piv"	"1"	"兽"
"korsak"	"兽"	"ks"	"ᴷˢ"	"兽ᴷˢ"	"piv"	"1"	"兽"
"marmoz"	"兽"	"mr"	"ᴹᴿ"	"兽ᴹᴿ"	"piv"	"1"	"兽"
"martes"	"兽"	"mt"	"ᴹᵀ"	"兽ᴹᵀ"	"piv"	"1"	"兽"
"ocelot"	"兽"	"oc"	"ᴼᶜ"	"兽ᴼᶜ"	"piv"	"1"	"兽"
"pterop"	"兽"	"pt"	"ᴾᵀ"	"兽ᴾᵀ"	"piv"	"1"	"兽"
"serval"	"兽"	"s"	"ˢ"	"兽ˢ"	"piv"	"1"	"兽"
"valabi"	"兽"	"vl"	"ⱽᴸ"	"兽ⱽᴸ"	"piv"	"1"	"兽"
"procion"	"兽"	"pr"	"ᴾᴿ"	"兽ᴾᴿ"	"piv"	"2"	"兽"
"dazipod"	"兽"	"dz"	"ᴰᶻ"	"兽ᴰᶻ"	"piv"	"1"	"兽"
"alcelaf"	"兽"	"al"	"ᴬᴸ"	"兽ᴬᴸ"	"piv"	"1"	"兽"
"armadel"	"兽"	"ar"	"ᴬᴿ"	"兽ᴬᴿ"	"piv"	"1"	"兽"
"boselaf"	"兽"	"bl"	"ᴮᴸ"	"兽ᴮᴸ"	"piv"	"1"	"兽"
"haliker"	"兽"	"hl"	"ᴴᴸ"	"兽ᴴᴸ"	"piv"	"1"	"兽"
"herpest"	"兽"	"hr"	"ᴴᴿ"	"兽ᴴᴿ"	"piv"	"1"	"兽"
"kaguang"	"兽"	"kg"	"ᴷᴳ"	"兽ᴷᴳ"	"piv"	"1"	"兽"
"lutreol"	"兽"	"ll"	"ᴸᴸ"	"兽ᴸᴸ"	"piv"	"1"	"兽"
"tamandu"	"兽"	"tm"	"ᵀᴹ"	"兽ᵀᴹ"	"piv"	"1"	"兽"
"falanger"	"兽"	"fl"	"ᶠᴸ"	"兽ᶠᴸ"	"piv"	"1"	"兽"
"civetikt"	"兽"	"c"	"ᶜ"	"兽ᶜ"	"piv"	"1"	"兽"
"kironekt"	"兽"	"kt"	"ᴷᵀ"	"兽ᴷᵀ"	"piv"	"1"	"兽"
"megateri"	"兽"	"mg"	"ᴹᴳ"	"兽ᴹᴳ"	"piv"	"1"	"兽"
"monodelf"	"兽"	"mn"	"ᴹᴺ"	"兽ᴹᴺ"	"piv"	"1"	"兽"
"tragelaf"	"兽"	"tg"	"ᵀᴳ"	"兽ᵀᴳ"	"piv"	"1"	"兽"
"blastocer"	"兽"	"bs"	"ᴮˢ"	"兽ᴮˢ"	"piv"	"1"	"兽"
"dendrolag"	"兽"	"dd"	"ᴰᴰ"	"兽ᴰᴰ"	"piv"	"1"	"兽"
"orikterop"	"兽"	"ot"	"ᴼᵀ"	"兽ᴼᵀ"	"piv"	"1"	"兽"
"pipistrel"	"兽"	"pp"	"ᴾᴾ"	"兽ᴾᴾ"	"piv"	"1"	"兽"
"smilodont"	"兽"	"sm"	"ˢᴹ"	"兽ˢᴹ"	"piv"	"1"	"兽"
"orikteropod"	"兽"	"od"	"ᴼᴰ"	"兽ᴼᴰ"	"piv"	"1"	"兽"
"blu"	"蓝"	""	""	"蓝"	"basic"	"41"	"蓝"
"indig"	"蓝"	"i"	"ᴵ"	"蓝ᴵ"	"pejvo"	"7"	"蓝"
"lazur"	"蓝"	"l"	"ᴸ"	"蓝ᴸ"	"pejvo"	"3"	"蓝"
"vajd"	"蓝"	"v"	"ⱽ"	"蓝ⱽ"	"piv"	"2"	"蓝"
"hel"	"亮"	""	""	"亮"	"basic"	"27"	"亮"
"bril"	"亮"	"b"	"ᴮ"	"亮ᴮ"	"basic"	"30"	"亮"
"leu^cin"	"亮"	"l"	"ᴸ"	"亮ᴸ"	"piv"	"2"	"亮"
"cel"	"标"	""	""	"标"	"basic"	"45"	"标"
"mark"	"标"	"m"	"ᴹ"	"标ᴹ"	"basic"	"37"	"标"
"etiked"	"标"	"e"	"ᴱ"	"标ᴱ"	"pejvo"	"4"	"标"
"brisur"	"标"	"b"	"ᴮ"	"标ᴮ"	"piv"	"2"	"标"
"dent"	"齿"	""	""	"齿"	"basic"	"95"	"齿"
"dental"	"齿"	"dl"	"ᴰᴸ"	"齿ᴰᴸ"	"pejvo"	"3"	"齿"
"dik"	"厚"	""	""	"厚"	"basic"	"39"	"厚"
"direkt"	"方"	""	""	"方"	"basic"	"34"	"方"
"kub"	"方"	"k"	"ᴷ"	"方ᴷ"	"basic"	"18"	"方"
"kvadrat"	"方"	"kv"	"ᴷⱽ"	"方ᴷⱽ"	"basic"	"10"	"方"
"recept"	"方"	"r"	"ᴿ"	"方ᴿ"	"basic"	"3"	"方"
"divers"	"杂"	""	""	"杂"	"basic"	"24"	"杂"
"hibrid"	"杂"	"h"	"ᴴ"	"杂ᴴ"	"pejvo"	"6"	"杂"
"dolor"	"痛"	""	""	"痛"	"basic"	"42"	"痛"
"algi"	"痛"	"a"	"ᴬ"	"痛ᴬ"	"suf"	"20"	"痛"
"dub"	"疑"	""	""	"疑"	"basic"	"23"	"疑"
"suspekt"	"疑"	"s"	"ˢ"	"疑ˢ"	"basic"	"11"	"疑"
"skeptik"	"疑"	"sk"	"ˢᴷ"	"疑ˢᴷ"	"pejvo"	"4"	"疑"
"elekt"	"选"	""	""	"选"	"basic"	"39"	"选"
"antologi"	"选"	"a"	"ᴬ"	"选ᴬ"	"basic"	"1"	"选"
"selekt"	"选"	"s"	"ˢ"	"选ˢ"	"pejvo"	"5"	"选"
"erar"	"错"	""	""	"错"	"basic"	"32"	"错"
"esper"	"望"	""	""	"望"	"basic"	"28"	"望"
"perspektiv"	"望"	"p"	"ᴾ"	"望ᴾ"	"pejvo"	"5"	"望"
"fiŝ"	"鱼"	""	""	"鱼"	"basic"	"83"	"鱼"
"ezok"	"鱼"	"e"	"ᴱ"	"鱼ᴱ"	"basic"	"2"	"鱼"
"gobi"	"鱼"	"g"	"ᴳ"	"鱼ᴳ"	"basic"	"2"	"鱼"
"angil"	"鱼"	"a"	"ᴬ"	"鱼ᴬ"	"basic"	"4"	"鱼"
"haring"	"鱼"	"h"	"ᴴ"	"鱼ᴴ"	"basic"	"5"	"鱼"
"gad"	"鱼"	"gd"	"ᴳᴰ"	"鱼ᴳᴰ"	"pejvo"	"4"	"鱼"
"raj"	"鱼"	"r"	"ᴿ"	"鱼ᴿ"	"pejvo"	"2"	"鱼"
"bram"	"鱼"	"b"	"ᴮ"	"鱼ᴮ"	"pejvo"	"5"	"鱼"
"perk"	"鱼"	"p"	"ᴾ"	"鱼ᴾ"	"pejvo"	"4"	"鱼"
"sole"	"鱼"	"s"	"ˢ"	"鱼ˢ"	"pejvo"	"3"	"鱼"
"salm"	"鱼"	"sm"	"ˢᴹ"	"鱼ˢᴹ"	"pejvo"	"3"	"鱼"
"moru"	"鱼"	"m"	"ᴹ"	"鱼ᴹ"	"pejvo"	"3"	"鱼"
"tinus"	"鱼"	"t"	"ᵀ"	"鱼ᵀ"	"pejvo"	"6"	"鱼"
"c^ot"	"鱼"	"ĉ"	"ᶜ̂"	"鱼ᶜ̂"	"pejvo"	"1"	"鱼"
"spar"	"鱼"	"sp"	"ˢᴾ"	"鱼ˢᴾ"	"pejvo"	"1"	"鱼"
"klupe"	"鱼"	"k"	"ᴷ"	"鱼ᴷ"	"pejvo"	"4"	"鱼"
"mugil"	"鱼"	"mg"	"ᴹᴳ"	"鱼ᴹᴳ"	"pejvo"	"2"	"鱼"
"silur"	"鱼"	"si"	"ˢᴵ"	"鱼ˢᴵ"	"pejvo"	"2"	"鱼"
"anc^ov"	"鱼"	"aĉ"	"ᴬᶜ̂"	"鱼ᴬᶜ̂"	"pejvo"	"2"	"鱼"
"skombr"	"鱼"	"sk"	"ˢᴷ"	"鱼ˢᴷ"	"pejvo"	"2"	"鱼"
"kobitid"	"鱼"	"kb"	"ᴷᴮ"	"鱼ᴷᴮ"	"pejvo"	"2"	"鱼"
"petromiz"	"鱼"	"pt"	"ᴾᵀ"	"鱼ᴾᵀ"	"pejvo"	"3"	"鱼"
"anchov"	"鱼"	"ac"	"ᴬᶜ"	"鱼ᴬᶜ"	"pejvo"	"0"	"鱼"
"umbr"	"鱼"	"u"	"ᵁ"	"鱼ᵁ"	"piv"	"2"	"鱼"
"mola"	"鱼"	"ml"	"ᴹᴸ"	"鱼ᴹᴸ"	"piv"	"1"	"鱼"
"labr"	"鱼"	"l"	"ᴸ"	"鱼ᴸ"	"piv"	"1"	"鱼"
"zeu^s"	"鱼"	"z"	"ᶻ"	"鱼ᶻ"	"piv"	"1"	"鱼"
"bops"	"鱼"	"bp"	"ᴮᴾ"	"鱼ᴮᴾ"	"piv"	"1"	"鱼"
"idus"	"鱼"	"i"	"ᴵ"	"鱼ᴵ"	"piv"	"1"	"鱼"
"lamn"	"鱼"	"lm"	"ᴸᴹ"	"鱼ᴸᴹ"	"piv"	"1"	"鱼"
"molv"	"鱼"	"mv"	"ᴹⱽ"	"鱼ᴹⱽ"	"piv"	"1"	"鱼"
"iktio"	"鱼"	"ik"	"ᴵᴷ"	"鱼ᴵᴷ"	"piv"	"2"	"鱼"
"trigl"	"鱼"	"tr"	"ᵀᴿ"	"鱼ᵀᴿ"	"piv"	"1"	"鱼"
"seran"	"鱼"	"sr"	"ˢᴿ"	"鱼ˢᴿ"	"piv"	"1"	"鱼"
"barbi"	"鱼"	"bb"	"ᴮᴮ"	"鱼ᴮᴮ"	"piv"	"1"	"鱼"
"bonit"	"鱼"	"bn"	"ᴮᴺ"	"鱼ᴮᴺ"	"piv"	"1"	"鱼"
"brosm"	"鱼"	"bm"	"ᴮᴹ"	"鱼ᴮᴹ"	"piv"	"1"	"鱼"
"cepol"	"鱼"	"c"	"ᶜ"	"鱼ᶜ"	"piv"	"1"	"鱼"
"kongr"	"鱼"	"kn"	"ᴷᴺ"	"鱼ᴷᴺ"	"piv"	"1"	"鱼"
"osmer"	"鱼"	"o"	"ᴼ"	"鱼ᴼ"	"piv"	"1"	"鱼"
"pagel"	"鱼"	"pg"	"ᴾᴳ"	"鱼ᴾᴳ"	"piv"	"1"	"鱼"
"prist"	"鱼"	"ps"	"ᴾˢ"	"鱼ᴾˢ"	"piv"	"1"	"鱼"
"remor"	"鱼"	"rm"	"ᴿᴹ"	"鱼ᴿᴹ"	"piv"	"1"	"鱼"
"rutel"	"鱼"	"rt"	"ᴿᵀ"	"鱼ᴿᵀ"	"piv"	"1"	"鱼"
"timal"	"鱼"	"tm"	"ᵀᴹ"	"鱼ᵀᴹ"	"piv"	"1"	"鱼"
