"root","k","id","P","band","F","gsize"
"kased","盒","","-1.116","basic","7","2"
"aspir","渴","a","-0.535","pejvo","4","3"
"soif","渴","","-1.202","basic","9","3"
"dipso","渴","d","-0.024","piv","2","3"
"soldat","兵","","-2.776","basic","24","1"
"ekstr","特","","-1.096","basic","6","5"
"specif","特","sf","-1.483","basic","9","5"
"karakteriz","特","k","0.7","basic","0","5"
"special","特","s","-1.695","basic","11","5"
"trajt","特","t","0.157","basic","1","5"
"spez","兑","","-2.839","basic","28","1"
"ŝrank","柜","","-2.432","basic","20","1"
"strang","奇","","-1.622","basic","8","3"
"mirakl","奇","m","-1.217","basic","5","3"
"kurioz","奇","k","-1.217","basic","5","3"
"streĉ","紧","","-2.761","basic","36","2"
"strikt","紧","sk","-1.259","pejvo","7","2"
"ŝtrump","袜","","-2.07","basic","17","1"
"ŝu","鞋","","-2.347","basic","44","1"
"sturm","突","sr","-1.059","pejvo","5","3"
"impet","突","","-1.752","basic","11","3"
"subit","突","s","-1.059","basic","5","3"
"antarkt","南","a","-1.125","basic","5","2"
"sud","南","","-2.567","basic","28","2"
"sup","汤","","-2.383","basic","16","1"
"tik","布","tk","-1.066","pejvo","3","4"
"kalikot","布","k","-1.019","pejvo","2","4"
"tol","布","","-2.815","basic","22","4"
"ŝtof","布","ŝ","-2.225","basic","11","4"
"trem","颤","","-1.382","basic","24","1"
"truk","骗","tk","-0.509","pejvo","4","5"
"c^arlatan","骗","c^","-0.792","pejvo","5","5"
"tromp","骗","","-2.016","basic","21","5"
"mistifik","骗","m","-0.099","basic","2","5"
"fripon","骗","f","-1.029","basic","7","5"
"tuk","巾","","-3.434","basic","30","1"
"val","谷","","-2.068","basic","13","3"
"cereal","谷","c","-0.943","pejvo","3","3"
"gren","谷","g","-2.244","basic","15","3"
"vang","颊","","-1.944","basic","20","1"
"viand","肉","v","-2.741","basic","21","2"
"karn","肉","","-2.932","basic","27","2"
"s^vabr","拭","s^","-0.653","pejvo","3","2"
"viŝ","拭","","-2.033","basic","16","2"
"lez","伤","l","-0.936","pejvo","3","2"
"vund","伤","","-3.384","basic","43","2"
"sape","掘","s","-0.395","pejvo","3","2"
"fos","掘","","-2.314","basic","27","2"
"pumik","磨","pm","0.408","pejvo","2","5"
"erod","磨","e","0.139","pejvo","3","5"
"muel","磨","","-1.771","basic","26","5"
"fajl","磨","f","-0.672","pejvo","8","5"
"polur","磨","p","-1.133","basic","13","5"
"ŝarĝ","载","","-2.731","basic","36","1"
"akcident","祸","","-1.516","basic","10","1"
"militar","军","m","-1.696","pejvo","6","2"
"arme","军","","-2.545","basic","18","2"
"kler","文","","-2.385","basic","11","5"
"tekst","文","t","-3.307","basic","27","5"
"artikol","文","a","-2.204","basic","7","5"
"literatur","文","l","-3.165","basic","17","5"
"beletr","文","b","-1.842","pejvo","5","5"
"evident","显","e","-1.531","basic","8","3"
"aspekt","显","","-1.698","basic","10","3"
"manifest","显","m","-1.158","pejvo","5","3"
"babil","聊","","-1.809","basic","15","1"
"balot","票","bl","-2.128","basic","21","3"
"bilet","票","b","-2.215","basic","23","3"
"ĉek","票","","-1.38","basic","10","3"
"anopsi","盲","a","-0.524","piv","2","2"
"blind","盲","","-2.332","basic","18","2"
"fascin","魅","f","-0.52","pejvo","5","2"
"ĉarm","魅","","-1.084","basic","10","2"
"central","央","cl","-2.916","basic","19","2"
"centr","央","","-3.927","basic","61","2"
"konvalesk","愈","k","-0.006","piv","2","2"
"des","愈","","-0.379","basic","4","2"
"detru","毁","","-1.455","basic","13","1"
"damaĝ","损","dm","-1.096","basic","6","4"
"difekt","损","","-2.271","basic","21","4"
"averi","损","a","-0.249","pejvo","2","4"
"kompromit","损","k","-1.349","basic","7","4"
"asidu","勤","a","0.086","piv","2","2"
"diligent","勤","","-1.282","basic","10","2"
"silog","论","s","-0.749","pejvo","2","6"
"ese","论","e","-0.936","basic","3","6"
"argument","论","a","-2.102","pejvo","9","6"
"diskut","论","d","-2.644","basic","18","6"
"teori","论","","-2.908","basic","25","6"
"disert","论","dr","-1.309","pejvo","4","6"
"ekzamen","检","e","-2.557","basic","31","6"
"skrutini","检","s","-0.217","piv","2","6"
"detekt","检","d","-1.628","pejvo","12","6"
"inspektor","检","i","0.161","basic","1","6"
"inspekt","检","in","-1.17","pejvo","7","6"
"kontrol","检","","-2.617","basic","33","6"
"ekzerc","练","","-1.91","basic","11","1"
"elektr","电","","-4.948","basic","161","5"
"galvan","电","g","-2.425","pejvo","12","5"
"pil","电","p","-1.759","basic","7","5"
"elektronik","电","en","-2.179","basic","7","5"
"bateri","电","b","-1.246","basic","3","5"
"embaras","窘","","-1.46","basic","11","1"
"epok","纪","","-2.545","basic","18","1"
"esplor","探","","-2.497","basic","30","2"
"sond","探","s","-1.648","pejvo","13","2"
"etat","表","et","-1.142","basic","5","7"
"ekspresion","表","ek","-0.674","pejvo","2","7"
"reprezent","表","r","0.463","basic","0","7"
"list","表","l","-2.485","basic","22","7"
"epi","表","","-2.531","pref","24","7"
"esprim","表","es","-2.792","basic","28","7"
"tabel","表","t","-2.606","basic","24","7"
"tavol","层","t","-2.65","basic","22","3"
"etaĝ","层","","-2.305","basic","16","3"
"stratus","层","s","-1.209","pejvo","4","3"
"etend","伸","","-2.222","basic","14","2"
"ekstens","伸","ek","-0.986","piv","3","2"
"etern","永","","-2.365","basic","12","1"
"evolu","展","","-2.04","basic","17","3"
"ekspozici","展","ek","-1.978","basic","14","3"
"ekspon","展","en","-2.013","pejvo","16","3"
"plis","折","p","-0.858","pejvo","3","5"
"rabat","折","r","-1.912","basic","10","5"
"zigzag","折","z","-1.349","pejvo","5","5"
"fald","折","","-3.082","basic","36","5"
"refrakt","折","rf","-2.308","pejvo","14","5"
"fand","熔","","-2.269","basic","35","1"
"favor","利","","-2.881","basic","28","3"
"profit","利","p","-3.083","basic","33","3"
"interez","利","i","-1.209","basic","4","3"
"feri","假","","-1.089","basic","7","2"
"fint","假","fn","-0.108","pejvo","2","2"
"fianĉ","婚","","-1.87","basic","16","2"
"nupt","婚","n","-0.395","pejvo","3","2"
"flam","焰","","-2.232","basic","27","1"
"flagr","闪","fg","-2.198","basic","10","4"
"fulm","闪","","-3.072","basic","27","4"
"blink","闪","b","-1.746","piv","6","4"
"strobo","闪","s","-1.246","pejvo","3","4"
"sinovi","滑","sn","-0.559","pejvo","4","7"
"ski","滑","s","-1.44","basic","12","7"
"skut","滑","sk","0.001","piv","2","7"
"glat","滑","gl","-1.608","basic","14","7"
"glit","滑","","-2.729","basic","45","7"
"sket","滑","st","-0.692","piv","5","7"
"s^us","滑","s^","-0.261","piv","3","7"
"skal","度","s","-1.872","basic","13","2"
"grad","度","","-2.667","basic","30","2"
"ĝu","享","","-1.914","basic","13","1"
"gust","味","","-3.039","basic","39","1"
"haven","港","","-1.633","basic","14","1"
"hezit","犹","","-1.594","basic","7","1"
"hotel","馆","h","-1.116","basic","7","3"
"pavilon","馆","p","-0.189","pejvo","2","3"
"muze","馆","","-0.801","basic","5","3"
"modest","谦","m","-1.147","basic","8","2"
"humil","谦","","-1.564","basic","13","2"
"afekci","情","a","-0.45","pejvo","3","5"
"pasi","情","ps","-1.089","basic","7","5"
"emoci","情","e","-1.521","basic","11","5"
"pati","情","","-2.443","suf","30","5"
"humor","情","h","-1.981","basic","18","5"
"jup","裙","","-0.954","basic","7","1"
"latis","格","l","-1.453","pejvo","9","3"
"karakter","格","","-2.674","basic","30","3"
"deklinaci","格","d","-0.879","pejvo","4","3"
"grot","洞","g","0.074","basic","1","4"
"sinus","洞","s","-1.569","pejvo","9","4"
"kav","洞","","-2.783","basic","35","4"
"kavern","洞","kr","-1.785","basic","11","4"
"komunik","传","","-3.488","basic","41","4"
"transmisi","传","t","-1.642","pejvo","5","4"
"propagand","传","p","-1.642","basic","5","4"
"legend","传","l","-1.309","basic","4","4"
"padel","涉","p","-0.536","pejvo","3","4"
"koncern","涉","k","-1.407","basic","8","4"
"vad","涉","","-1.169","basic","7","4"
"interfer","涉","i","-1.437","pejvo","8","4"
"kongres","会","","-2.886","basic","22","4"
"sesi","会","s","-0.986","pejvo","3","4"
"konferenc","会","kf","-1.642","basic","5","4"
"asemble","会","a","-1.542","basic","5","4"
"konsider","虑","","-1.879","basic","13","1"
"konsol","慰","","-0.817","basic","8","1"
"krud","粗","","-2.145","basic","22","2"
"rasp","粗","r","-1.494","pejvo","11","2"
"steb","缝","s","-0.584","pejvo","5","2"
"kudr","缝","","-2.125","basic","27","2"
"kvalit","质","k","-2.064","basic","13","4"
"substanc","质","s","-1.803","basic","9","4"
"esenc","质","","-1.872","basic","11","4"
"materi","质","m","-2.56","basic","22","4"
"metrik","量","m","-0.049","pejvo","2","3"
"kvant","量","","-1.97","basic","20","3"
"doz","量","d","-1.514","pejvo","13","3"
"dies","升","d","-0.999","pejvo","2","5"
"litr","升","","-1.979","basic","7","5"
"promoci","升","p","-2.428","pejvo","9","5"
"his","升","h","-1.771","pejvo","6","5"
"parvenu","升","pv","-1.511","pejvo","3","5"
"farm","租","f","-1.605","basic","11","4"
"c^art","租","c^","-1.423","pejvo","9","4"
"rent","租","r","-0.506","basic","3","4"
"lu","租","","-1.95","basic","17","4"
"luks","奢","","-1.407","basic","10","1"
"sil","仓","s","-0.924","pejvo","2","2"
"magazen","仓","","-1.917","basic","5","2"
"mantel","披","","-2.064","basic","13","1"
"metr","米","","-4.718","basic","166","2"
"riz","米","r","-2.984","basic","30","2"
"supl","柔","s","-0.619","pejvo","3","3"
"mild","柔","","-1.536","basic","9","3"
"tener","柔","t","-0.365","basic","2","3"
"mizer","惨","","-1.234","basic","8","1"
"vulgar","俗","v","-1.603","basic","9","7"
"profan","俗","p","-1.38","pejvo","7","7"
"filistr","俗","f","-0.72","pejvo","3","7"
"kic^","俗","k","-0.299","pejvo","2","7"
"laik","俗","l","-0.843","pejvo","4","7"
"sekular","俗","s","-0.943","pejvo","4","7"
"mor","俗","","-1.146","basic","6","7"
"murmur","咕","","-1.371","basic","6","3"
"kluk","咕","k","-0.959","pejvo","4","3"
"kver","咕","kv","-0.959","pejvo","4","3"
"mut","哑","","-1.598","basic","10","1"
"nebul","雾","","-1.994","basic","23","1"
"nest","巢","","-1.9","basic","17","1"
"nud","裸","","-1.905","basic","22","1"
"vart","养","v","-1.798","basic","12","4"
"nutr","养","","-2.947","basic","40","4"
"bred","养","b","-2.006","basic","15","4"
"trofi","养","t","-1.752","pejvo","11","4"
"oportun","便","","-1.898","basic","12","1"
"oranĝ","橙","","-1.202","basic","14","1"
"genez","源","g","-2.312","sci","32","4"
"etim","源","e","-0.584","pejvo","5","4"
"origin","源","","-1.236","basic","10","4"
"deven","源","d","-0.425","pejvo","4","4"
"dekoraci","饰","d","-1.446","basic","6","4"
"garnitur","饰","g","-0.599","pejvo","2","4"
"dekor","饰","dk","-0.774","pejvo","3","4"
"ornam","饰","","-2.523","basic","22","4"
"pal","苍","","-1.508","basic","7","1"
"plac","场","p","-0.986","basic","3","3"
"scen","场","","-2.433","basic","16","3"
"agor","场","a","-0.699","pejvo","2","3"
"polit","政","pl","-0.365","pejvo","2","2"
"politik","政","","-3.265","basic","50","2"
"potenc","力","","-3.878","basic","23","2"
"dinamik","力","d","-3.335","pejvo","11","2"
"privat","私","","-2.447","basic","17","2"
"partikular","私","pk","-1.115","pejvo","3","2"
"anti","抗","","-3.497","pref","55","5"
"protest","抗","p","-2.085","basic","11","5"
"protestant","抗","pn","0.271","basic","0","5"
"rezistanc","抗","rn","-1.295","pejvo","4","5"
"rezist","抗","r","-2.924","basic","28","5"
"prudent","慎","","-1.426","basic","12","1"
"radik","根","","-2.888","basic","41","2"
"radikl","根","rl","-0.566","piv","3","2"
"kavaleri","骑","k","-0.217","pejvo","2","2"
"rajd","骑","","-2.228","basic","24","2"
"orbit","轨","o","-1.596","pejvo","6","2"
"rel","轨","","-3.016","basic","31","2"
"supe","餐","s","0.426","piv","2","2"
"restoraci","餐","","-0.178","basic","4","2"
"tor","环","t","-0.411","pejvo","2","5"
"ring","环","","-3.262","basic","49","5"
"bracelet","环","b","-0.599","basic","2","5"
"cirkul","环","cr","-1.622","basic","8","5"
"cikl","环","c","-3.111","basic","42","5"
"ruz","狡","","-1.598","basic","10","1"
"sabl","沙","","-2.839","basic","28","1"
"sekund","秒","","-1.603","basic","9","1"
"klub","社","k","-2.179","basic","14","4"
"soci","社","","-2.872","basic","29","4"
"societ","社","st","-2.265","basic","14","4"
"social","社","sl","-2.648","basic","21","4"
"sonĝ","梦","","-1.782","basic","15","1"
"vak","空","","-1.877","basic","12","4"
"vaku","空","vk","-2.183","pejvo","16","4"
"idl","空","i","-0.699","piv","3","4"
"spac","空","s","-2.751","basic","29","4"
"provincial","省","pl","-0.532","pejvo","2","6"
"ŝpar","省","","-2.565","basic","27","6"
"provinc","省","p","-1.279","basic","6","6"
"elizi","省","e","-0.365","pejvo","2","6"
"guberni","省","g","-1.636","basic","9","6"
"apostrof","省","a","-0.753","pejvo","3","6"
"stomak","胃","","-2.296","basic","19","2"
"gastr","胃","g","-2.402","sci","22","2"
"ŝtop","堵","","-2.647","basic","37","2"
"obtur","堵","o","-0.982","pejvo","6","2"
"idiot","愚","","-0.761","basic","6","3"
"stult","愚","s","-0.607","basic","5","3"
"fol","愚","f","0.132","piv","2","3"
"suk","汁","","-2.976","basic","26","2"
"most","汁","m","-0.839","pejvo","2","2"
"ŝuld","欠","","-3.078","basic","23","3"
"osced","欠","o","-1.361","basic","3","3"
"debet","欠","d","-1.767","basic","5","3"
"ŝultr","肩","","-2.383","basic","19","2"
"skapol","肩","s","-1.034","pejvo","4","2"
"establ","设","e","-2.185","basic","11","2"
"supoz","设","","-2.358","basic","14","2"
"ŝvel","肿","","-2.395","basic","20","1"
"h^an","汗","h^","-0.936","pejvo","3","2"
"ŝvit","汗","","-2.736","basic","22","2"
"taks","评","","-2.69","basic","24","4"
"kritik","评","k","-2.648","basic","21","4"
"koment","评","km","-1.349","basic","5","4"
"recenz","评","r","-1.349","basic","5","4"
"tem","题","","-1.045","basic","11","5"
"tez","题","tz","-0.506","basic","6","5"
"titol","题","tl","-1.085","basic","11","5"
"topik","题","tp","0.301","piv","2","5"
"problem","题","p","-1.685","basic","20","5"
"tomb","墓","","-1.683","basic","17","1"
"tondr","雷","","-1.118","basic","9","1"
"traduk","译","","-2.735","basic","23","2"
"interpret","译","i","-2.251","basic","12","2"
"tur","塔","","-2.309","basic","30","1"
"urĝ","急","","-2.335","basic","22","1"
"van","徒","","-1.655","basic","12","2"
"adept","徒","a","-0.249","pejvo","2","2"
"lapar","腹","l","-0.425","pejvo","4","2"
"ventr","腹","","-1.86","basic","20","2"
"verŝ","浇","","-2.452","basic","24","1"
"saltier","带","s","-0.432","piv","2","9"
"banderol","带","br","-0.465","pejvo","2","9"
"rimen","带","r","-1.975","basic","14","9"
"bend","带","b","-2.817","basic","35","9"
"balte","带","bl","-0.653","pejvo","3","9"
"kordon","带","k","-0.686","pejvo","3","9"
"zon","带","","-2.984","basic","43","9"
"laĉ","带","l","-1.146","basic","6","9"
"ruband","带","rb","-1.939","basic","13","9"
"admir","佩","","-1.872","basic","11","1"
"federal","联","fl","-0.074","pejvo","2","5"
"federaci","联","f","-1.398","basic","10","5"
"asoci","联","a","-1.41","basic","11","5"
"feder","联","fd","-1.228","pejvo","9","5"
"uni","联","","-0.667","basic","5","5"
"baz","基","","-2.853","basic","47","2"
"fundament","基","f","-2.141","basic","19","2"
"garaĝ","库","g","-0.9","basic","3","4"
"remiz","库","r","-0.613","pejvo","2","4"
"bibliotek","库","b","-1.478","basic","5","4"
"kas","库","","-2.373","basic","18","4"
"kanu","舟","k","-0.699","pejvo","2","4"
"boat","舟","","-2.896","basic","26","4"
"gondol","舟","g","-0.799","pejvo","2","4"
"kanot","舟","kt","-0.749","pejvo","2","4"
"butik","店","","-2.646","basic","25","1"
"ced","让","","-2.815","basic","22","3"
"konced","让","k","-1.246","pejvo","3","3"
"alien","让","a","-1.592","piv","5","3"
"cerebr","脑","cr","-0.279","piv","2","3"
"encefal","脑","e","-1.695","pejvo","11","3"
"cerb","脑","","-2.646","basic","33","3"
"disting","辨","","-1.365","basic","16","2"
"diskrimin","辨","dk","0.333","piv","2","2"
"ekonomik","经济","ek","-0.233","basic","5","2"
"ekonomi","经济","","-1.95","basic","33","2"
"maksimum","极","m","-2.041","basic","10","8"
"paroks","极","pk","-0.656","pejvo","2","8"
"ultra","极","u","-1.912","pejvo","10","8"
"polar","极","pr","-2.772","sci","25","8"
"elektrod","极","el","-1.252","pejvo","4","8"
"polus","极","p","-3.011","sci","32","8"
"ekstrem","极","","-2.691","basic","21","8"
"arkt","极","a","-1.263","basic","5","8"
"ekvilibr","衡","e","-1.546","basic","19","3"
"bilanc","衡","b","0.389","pejvo","2","3"
"pes","衡","","-1.592","basic","22","3"
"escept","除","es","-1.497","basic","8","3"
"ektomi","除","","-2.519","suf","24","3"
"elimin","除","el","-1.092","basic","5","3"
"uzin","厂","u","-1.499","basic","2","2"
"fabrik","厂","","-3.835","basic","22","2"
"fleks","弯","","-2.599","basic","27","1"
"funkci","功","","-3.415","basic","34","1"
"gratul","贺","","-1.246","basic","6","1"
"skem","图","s","-1.748","pejvo","10","4"
"ilustr","图","i","-1.504","basic","7","4"
"grafik","图","g","-1.99","pejvo","12","4"
"map","图","","-2.021","basic","14","4"
"konsekr","献","k","-0.471","pejvo","4","3"
"dediĉ","献","d","-0.761","basic","6","3"
"ofer","献","","-2.011","basic","24","3"
"tribunus","官","t","-0.599","piv","2","4"
"magistrat","官","m","-1.329","pejvo","5","4"
"burokrat","官","b","-1.109","basic","4","4"
"oficial","官","","-1.947","basic","11","4"
"pejzaĝ","景","","-0.559","basic","4","2"
"panoram","景","pn","-0.584","basic","4","2"
"perfekt","完","","-2.433","basic","16","1"
