"root","k","id","band","F"
"ovi","羊","o","piv","2"
"karakul","羊","kr","piv","1"
"sek","干","","basic","55"
"trunk","干","t","basic","12"
"kser","干","k","piv","3"
"sever","严","","basic","7"
"serioz","严","sr","basic","10"
"rigor","严","r","pejvo","8"
"ŝlos","锁","","basic","26"
"serur","锁","s","basic","7"
"spir","息","","basic","39"
"spirit","灵","","basic","23"
"spiritual","灵","sl","pejvo","2"
"ŝtel","偷","","basic","33"
"marod","偷","m","pejvo","2"
"klepto","偷","k","piv","2"
"stel","星","","basic","46"
"astr","星","a","basic","17"
"planed","星","p","basic","8"
"satelit","星","st","basic","10"
"sider","星","sd","pejvo","4"
"ŝtup","阶","","basic","20"
"stadi","阶","s","basic","3"
"gam","阶","g","pejvo","8"
"sum","总","","basic","19"
"ĝeneral","总","ĝ","basic","20"
"total","总","t","basic","7"
"teler","盘","","basic","15"
"disk","盘","d","basic","48"
"plet","盘","p","basic","4"
"inventar","盘","i","pejvo","3"
"terur","恐","","basic","8"
"tond","剪","","basic","20"
"stuc","剪","s","pejvo","2"
"c^izoj","剪","ĉ","piv","2"
"traf","击","","basic","23"
"tru","穴","","basic","48"
"vapor","汽","","basic","42"
"vast","广","","basic","31"
"ampleks","广","a","basic","14"
"vin","酒","","basic","68"
"bier","酒","b","basic","20"
"brand","酒","bn","basic","11"
"g^in","酒","ĝ","pejvo","4"
"likvor","酒","l","pejvo","9"
"sake","酒","s","pejvo","2"
"c^ampan","酒","ĉ","pejvo","1"
"di","神","","basic","63"
"numen","神","n","piv","2"
"ŝir","裂","","basic","24"
"fend","裂","f","basic","36"
"krev","裂","k","basic","7"
"brec^","裂","b","pejvo","6"
"skism","裂","s","pejvo","5"
"dehisk","裂","d","pejvo","5"
"fot","拍","","basic","87"
"takt","拍","t","basic","17"
"raked","拍","r","basic","1"
"ikt","拍","i","piv","2"
"inkluziv","含","","basic","7"
"implic","含","im","pejvo","11"
"inklud","含","id","pejvo","3"
"koleg","伴","","basic","7"
"kompani","伴","km","basic","22"
"kamarad","伴","kr","basic","8"
"partner","伴","p","pejvo","2"
"kontakt","接","","basic","23"
"junt","接","j","pejvo","11"
"tang^","接","t","pejvo","3"
"splis","接","s","pejvo","4"
"kotiz","纳","","basic","12"
"novel","篇","","basic","3"
"registr","录","","basic","33"
"katalog","录","k","basic","4"
"protokol","录","p","basic","7"
"rezerv","储","","basic","29"
"stok","储","s","basic","5"
"sonor","响","","basic","23"
"klak","响","k","basic","18"
"laŭt","响","l","basic","17"
"bac","响","b","piv","2"
"plan","划","","basic","43"
"rem","划","r","basic","16"
"strek","划","s","basic","38"
"pagaj","划","pg","pejvo","2"
"skarifik","划","sk","pejvo","4"
"hac^","划","h","piv","4"
"taŭg","适","","basic","14"
"moder","适","m","basic","14"
"adapt","适","a","basic","9"
"konven","适","k","basic","11"
"akomod","适","ak","pejvo","3"
"akir","获","","basic","21"
"rikolt","获","r","basic","12"
"akompan","陪","","basic","9"
"akr","锐","","basic","26"
"akut","锐","at","pejvo","9"
"anonc","宣","","basic","15"
"reklam","宣","r","basic","21"
"deklar","宣","d","basic","11"
"proklam","宣","p","pejvo","6"
"aparten","属","","basic","6"
"genr","属","g","pejvo","6"
"apog","支","","basic","23"
"fili","支","f","basic","3"
"bronk","支","b","pejvo","8"
"klad","支","k","piv","5"
"aprob","肯","","basic","9"
"arm","武","","basic","39"
"atak","攻","","basic","23"
"agres","攻","ag","pejvo","10"
"ofensiv","攻","o","pejvo","3"
"polic","警","","basic","20"
"alarm","警","a","basic","12"
"avert","警","av","basic","5"
"bar","障","","basic","32"
"handikap","障","h","pejvo","7"
"baston","棒","","basic","32"
"blov","吹","","basic","31"
"blag","吹","bg","pejvo","2"
"bol","沸","","basic","22"
"botel","瓶","","basic","32"
"karaf","瓶","k","basic","2"
"flakon","瓶","f","pejvo","3"
"branĉ","枝","","basic","24"
"verg","枝","v","basic","13"
"rabd","枝","r","piv","3"
"buton","扣","","basic","20"
"buk","扣","bk","basic","5"
"agraf","扣","a","pejvo","5"
"ĉapitr","章","","basic","1"
"ĉas","猎","","basic","44"
"pred","猎","p","pejvo","5"
"ĉemiz","衫","","basic","14"
"bluz","衫","b","basic","2"
"danc","舞","","basic","31"
"bal","舞","b","basic","6"
"defend","防","","basic","24"
"prevent","防","p","pejvo","10"
"profilaktik","防","pf","pejvo","2"
"delikat","细","","basic","27"
"detal","细","dt","basic","19"
"dens","密","","basic","43"
"c^ifr","密","ĉ","pejvo","10"
"dec^ifr","密","dĉ","pejvo","5"
"kompakt","密","k","pejvo","12"
"desegn","绘","","basic","26"
"doktor","博","","basic","11"
"erudici","博","e","pejvo","3"
"eben","平","","basic","28"
"nivel","平","n","basic","36"
"esting","灭","","basic","14"
"evit","避","","basic","14"
"rifuĝ","避","r","basic","7"
"silk","丝","","basic","22"
"faden","丝","f","basic","39"
"filament","丝","fl","pejvo","3"
"filigran","丝","fg","pejvo","2"
"fak","专","","basic","31"
"fals","伪","","basic","22"
"pseŭdo","伪","p","pref","29"
"kamufl","伪","k","pejvo","5"
"postic^","伪","pt","pejvo","2"
"apokrif","伪","a","pejvo","2"
"fidel","忠","","basic","13"
"lojal","忠","l","basic","9"
"fier","骄","","basic","15"
"firm","坚","","basic","15"
"fortik","坚","ft","basic","17"
"insist","坚","i","basic","7"
"persist","坚","p","basic","8"
"flag","旗","","basic","19"
"standard","旗","s","basic","3"
"veksil","旗","v","piv","2"
"fork","叉","","basic","18"
"harpun","叉","h","pejvo","5"
"bifid","叉","b","piv","2"
"dikotom","叉","d","piv","2"
"fum","烟","","basic","49"
"tabak","烟","t","basic","15"
"cigared","烟","c","basic","7"
"gast","客","","basic","24"
"klient","客","k","basic","3"
"pasaĝer","客","p","basic","9"
"objektiv","客","o","basic","0"
"ĝen","扰","","basic","23"
"perturb","扰","p","pejvo","12"
"j^am","扰","ĵ","piv","2"
"gras","脂","","basic","36"
"lard","脂","l","basic","11"
"seb","脂","s","pejvo","8"
"rezin","脂","r","pejvo","12"
"adip","脂","a","piv","4"
"lipid","脂","lp","piv","7"
"steat","脂","st","piv","4"
"kopal","脂","k","piv","3"
"gut","滴","","basic","30"
"haŭt","皮","","basic","37"
"fel","皮","f","basic","17"
"pelt","皮","p","basic","9"
"derm","皮","d","sci","22"
"dermat","皮","dt","pejvo","5"
"kortik","皮","k","piv","4"
"hejt","热","","basic","23"
"term","热","t","basic","61"
"ard","热","a","basic","14"
"fervor","热","f","basic","8"
"entuziasm","热","e","basic","9"
"furor","热","fr","pejvo","7"
"termik","热","tk","pejvo","9"
"honest","诚","","basic","18"
"sincer","诚","s","basic","7"
"honor","誉","","basic","35"
"hont","耻","","basic","17"
"imit","仿","","basic","16"
"mim","仿","m","pejvo","2"
"pastic^","仿","p","pejvo","2"
"industri","业","","basic","37"
"inform","告","","basic","33"
"herold","告","h","basic","2"
"aviz","告","a","pejvo","6"
"insul","岛","","basic","55"
"obe","服","","basic","11"
"jak","服","j","basic","8"
"konvink","服","k","basic","12"
"persvad","服","p","pejvo","5"
"kajer","册","","basic","9"
"album","册","a","basic","3"
"volum","册","v","basic","3"
"broŝur","册","b","basic","6"
"ekzempler","册","e","basic","5"
"prospekt","册","p","pejvo","2"
"kest","箱","","basic","42"
"valiz","箱","v","basic","4"
"kofr","箱","kf","pejvo","4"
"kontener","箱","kn","piv","3"
"kis","吻","","basic","11"
"komfort","舒","","basic","12"
"diastol","舒","d","pejvo","2"
"kompar","较","","basic","14"
"komparativ","较","kt","pejvo","4"
"kondiĉ","件","","basic","23"
"konstant","恒","","basic","24"
"korespond","通","","basic","10"
"dia","通","d","pejvo","21"
"kultur","耕","","basic","46"
"plug","耕","p","basic","17"
"s^pat","耕","ŝ","pejvo","3"
"lamp","灯","","basic","34"
"lucern","灯","lc","pejvo","2"
"kurs","课","","basic","26"
"lecion","课","l","basic","4"
"legom","菜","","basic","15"
"brasik","菜","b","basic","31"
"lap","菜","lp","basic","2"
"artis^ok","菜","a","pejvo","4"
"amarant","菜","am","pejvo","3"
"lip","唇","","basic","22"
"labi","唇","lb","pejvo","2"
"labial","唇","ll","pejvo","2"
"liter","字","","basic","33"
"alfabet","字","a","basic","11"
"uskl","字","u","pejvo","4"
"aboc","字","ab","pejvo","2"
"karaktr","字","k","pejvo","6"
"maŝin","机","","basic","88"
"ŝanc","机","ŝ","basic","8"
"meĥanism","机","mĥ","basic","0"
"meh^an","机","me","pejvo","6"
"matur","熟","","basic","19"
"familiar","熟","f","basic","8"
"mend","订","","basic","21"
"abon","订","a","basic","24"
"mensog","谎","","basic","9"
"mien","容","","basic","16"
"kapacit","容","k","pejvo","5"
"kapacitanc","容","kn","pejvo","2"
"milion","百万","","num","7"
"mega","百万","mg","pejvo","9"
"minac","胁","","basic","5"
"naĝ","游","","basic","47"
"turism","游","t","basic","18"
"ekskurs","游","e","basic","7"
"tramp","游","tm","pejvo","2"
"najbar","邻","","basic","9"
"nep","孙","","basic","4"
"nev","侄","","basic","6"
"oft","常","","basic","12"
"nord","北","","basic","29"
"okcident","西","","basic","23"
"ole","油","","basic","73"
"petrol","油","p","basic","23"
"ond","波","","basic","95"
"orient","东","","basic","43"
"oriental","东","ol","pejvo","2"
"ost","骨","","basic","52"
"skelet","骨","s","basic","7"
"toler","忍","","basic","20"
"pacienc","忍","p","basic","10"
"stoik","忍","s","pejvo","5"
"pantalon","裤","","basic","12"
"kalson","裤","k","basic","7"
"past","糊","","basic","19"
"amel","糊","a","pejvo","9"
"pel","驱","","basic","30"
"pentr","描","","basic","23"
"pik","刺","","basic","44"
"dorn","刺","d","basic","18"
"spron","刺","s","pejvo","5"
"strid","刺","st","piv","2"
"lancin","刺","l","piv","3"
"punktur","刺","pn","piv","5"
"pilk","球","","basic","20"
"glob","球","g","basic","37"
"sfer","球","s","basic","29"
"bulb","球","b","basic","14"
"balon","球","bn","basic","9"
"futbal","球","f","basic","6"
"glomerul","球","gm","piv","2"
"pint","尖","","basic","44"
"apeks","尖","a","piv","2"
"kuspid","尖","k","piv","3"
"plant","植","","basic","75"
"botanik","植","b","basic","9"
"vegetal","植","v","basic","5"
"fit","植","f","pejvo","10"
"pom","苹","","basic","33"
"pont","桥","","basic","33"
"praktik","践","","basic","17"
"preciz","准","","basic","16"
"akurat","准","a","basic","3"
"preĝ","祈","","basic","18"
"premi","奖","","basic","11"
"pres","印","","basic","44"
"stamp","印","s","basic","18"
"sigel","印","sg","basic","15"
"impres","印","i","basic","10"
"mime","印","m","pejvo","2"
"print","印","pn","pejvo","5"
"patric","印","pt","pejvo","2"
"prez","价","","basic","43"
"tarif","价","t","basic","14"
"kurz","价","k","pejvo","17"
"valent","价","v","pejvo","10"
"progres","进","","basic","18"
"import","进","i","basic","9"
"avanc","进","a","pejvo","3"
"progresi","进","pi","pejvo","4"
"pun","罚","","basic","28"
"penal","罚","pl","pejvo","3"
"rad","轮","","basic","60"
"verticil","轮","v","piv","6"
"regul","规","","basic","53"
"cirkel","规","c","basic","7"
"preskrib","规","p","basic","2"
"reglament","规","rm","pejvo","2"
"rekomend","荐","","basic","9"
"respekt","敬","","basic","15"
"pi","敬","p","basic","17"
"omag^","敬","o","pejvo","4"
"piet","敬","pt","pejvo","2"
"devot","敬","d","piv","4"
"ret","网","","basic","64"
"tenis","网","t","basic","8"
"retikul","网","rk","piv","3"
"rifuz","拒","","basic","6"
"rilat","关","","basic","22"
"dogan","关","d","basic","10"
"ripar","修","","basic","9"
"riproĉ","责","","basic","10"
"respons","责","rs","pejvo","4"
"sal","盐","","basic","40"
"sankt","圣","","basic","44"
"hagi","圣","h","piv","2"
"sakral","圣","sk","piv","2"
"sap","皂","","basic","22"
"sav","救","","basic","37"
"scienc","科","","basic","56"
"sekci","科","sk","basic","4"
"ed","科","e","pejvo","17"
"ac","科","a","pejvo","8"
"sekret","秘","","basic","20"
"sekretari","秘","sr","basic","9"
"konfidenc","秘","k","basic","8"
"kabal","秘","kb","pejvo","3"
"okult","秘","o","pejvo","1"
"esoter","秘","e","pejvo","3"
"vic","列","","basic","57"
"seri","列","s","basic","15"
"procesi","列","p","pejvo","9"
"sezon","季","","basic","23"
"trimestr","季","t","pejvo","2"
"sign","符","","basic","83"
"simbol","符","sm","basic","14"
"semio","符","se","piv","2"
"skatol","盒","","basic","16"
"kased","盒","k","basic","7"
"soif","渴","","basic","9"
"aspir","渴","a","pejvo","4"
"dipso","渴","d","piv","2"
"soldat","兵","","basic","24"
"special","特","","basic","11"
"ekstr","特","e","basic","6"
"specif","特","sf","basic","9"
"trajt","特","t","basic","1"
"karakteriz","特","k","basic","0"
"spez","兑","","basic","28"
"ŝrank","柜","","basic","20"
"strang","奇","","basic","8"
"kurioz","奇","k","basic","5"
"mirakl","奇","m","basic","5"
"streĉ","紧","","basic","36"
"strikt","紧","sk","pejvo","7"
"ŝtrump","袜","","basic","17"
"ŝu","鞋","","basic","44"
"subit","突","","basic","5"
"impet","突","i","basic","11"
"sturm","突","st","pejvo","5"
"sud","南","","basic","28"
"antarkt","南","a","basic","5"
"sup","汤","","basic","16"
"tol","布","","basic","22"
"ŝtof","布","ŝ","basic","11"
"tik","布","tk","pejvo","3"
"kalikot","布","k","pejvo","2"
"trem","颤","","basic","24"
"tromp","骗","","basic","21"
"fripon","骗","f","basic","7"
"mistifik","骗","m","basic","2"
"truk","骗","tk","pejvo","4"
"c^arlatan","骗","ĉ","pejvo","5"
"tuk","巾","","basic","30"
"val","谷","","basic","13"
"gren","谷","g","basic","15"
"cereal","谷","c","pejvo","3"
"vang","颊","","basic","20"
"viand","肉","","basic","21"
"karn","肉","k","basic","27"
"viŝ","拭","","basic","16"
"s^vabr","拭","ŝ","pejvo","3"
"vund","伤","","basic","43"
"lez","伤","l","pejvo","3"
"fos","掘","","basic","27"
"sape","掘","s","pejvo","3"
"muel","磨","","basic","26"
"polur","磨","p","basic","13"
"fajl","磨","f","pejvo","8"
"erod","磨","e","pejvo","3"
"pumik","磨","pm","pejvo","2"
"ŝarĝ","载","","basic","36"
"akcident","祸","","basic","10"
"arme","军","","basic","18"
"militar","军","m","pejvo","6"
"kler","文","","basic","11"
"tekst","文","t","basic","27"
"artikol","文","a","basic","7"
"literatur","文","l","basic","17"
"beletr","文","b","pejvo","5"
"aspekt","显","","basic","10"
"evident","显","e","basic","8"
"manifest","显","m","pejvo","5"
"babil","聊","","basic","15"
"bilet","票","","basic","23"
"ĉek","票","ĉ","basic","10"
"balot","票","ba","basic","21"
"blind","盲","","basic","18"
"anopsi","盲","a","piv","2"
"ĉarm","魅","","basic","10"
"fascin","魅","f","pejvo","5"
"centr","央","","basic","61"
"central","央","cl","basic","19"
"des","愈","","basic","4"
"konvalesk","愈","k","piv","2"
"detru","毁","","basic","13"
"difekt","损","","basic","21"
"damaĝ","损","dm","basic","6"
"kompromit","损","k","basic","7"
"averi","损","a","pejvo","2"
"diligent","勤","","basic","10"
"asidu","勤","a","piv","2"
"diskut","论","","basic","18"
"teori","论","t","basic","25"
"ese","论","e","basic","3"
"disert","论","dr","pejvo","4"
"argument","论","a","pejvo","9"
"silog","论","s","pejvo","2"
"kontrol","检","","basic","33"
"ekzamen","检","e","basic","31"
"inspektor","检","i","basic","1"
"detekt","检","d","pejvo","12"
"inspekt","检","in","pejvo","7"
"skrutini","检","s","piv","2"
"ekzerc","练","","basic","11"
"elektr","电","","basic","161"
"pil","电","p","basic","7"
"bateri","电","b","basic","3"
"elektronik","电","en","basic","7"
"galvan","电","g","pejvo","12"
"embaras","窘","","basic","11"
"epok","纪","","basic","18"
"esplor","探","","basic","30"
"sond","探","s","pejvo","13"
"tabel","表","","basic","24"
"epi","表","e","pref","24"
"list","表","l","basic","22"
"esprim","表","es","basic","28"
"etat","表","et","basic","5"
"reprezent","表","r","basic","0"
"ekspresion","表","ek","pejvo","2"
"etaĝ","层","","basic","16"
"tavol","层","t","basic","22"
"stratus","层","s","pejvo","4"
"etend","伸","","basic","14"
"ekstens","伸","ek","piv","3"
"etern","永","","basic","12"
"evolu","展","","basic","17"
"ekspozici","展","ek","basic","14"
"ekspon","展","en","pejvo","16"
"fald","折","","basic","36"
"rabat","折","r","basic","10"
"zigzag","折","z","pejvo","5"
"refrakt","折","rf","pejvo","14"
"plis","折","p","pejvo","3"
"fand","熔","","basic","35"
"favor","利","","basic","28"
"profit","利","p","basic","33"
"interez","利","i","basic","4"
"feri","假","","basic","7"
"fint","假","fn","pejvo","2"
"fianĉ","婚","","basic","16"
"nupt","婚","n","pejvo","3"
"flam","焰","","basic","27"
"fulm","闪","","basic","27"
"flagr","闪","fg","basic","10"
"strobo","闪","s","pejvo","3"
"blink","闪","b","piv","6"
"glit","滑","","basic","45"
"ski","滑","s","basic","12"
"glat","滑","ga","basic","14"
"sinovi","滑","sn","pejvo","4"
"s^us","滑","ŝ","piv","3"
"sket","滑","st","piv","5"
"skut","滑","su","piv","2"
"grad","度","","basic","30"
"skal","度","s","basic","13"
"ĝu","享","","basic","13"
"gust","味","","basic","39"
"haven","港","","basic","14"
"hezit","犹","","basic","7"
"hotel","馆","","basic","7"
"muze","馆","m","basic","5"
"pavilon","馆","p","pejvo","2"
"humil","谦","","basic","13"
"modest","谦","m","basic","8"
"pati","情","","suf","30"
"pasi","情","ps","basic","7"
"humor","情","h","basic","18"
"emoci","情","e","basic","11"
"afekci","情","a","pejvo","3"
"jup","裙","","basic","7"
"karakter","格","","basic","30"
"latis","格","l","pejvo","9"
