type	root	kanji	band	F
content	vring	拧	pejvo	3
content	patriot	爱国	pejvo	3
content	loteri	彩	pejvo	3
content	heks	六	pejvo	3
content	musked	火枪	pejvo	3
content	siren	警笛	pejvo	3
content	defet	败	piv	3
content	neu^rolept	安神	piv	3
content	dialektik	辩证	pejvo	3
content	pelmel	乱	pejvo	3
content	amni	羊膜	piv	3
content	recidiv	复	piv	3
content	regi	治	pejvo	3
content	signifikanc	著	piv	3
content	ipek	吐根	piv	3
content	sankci	制裁	pejvo	3
content	disdegn	蔑	piv	3
content	vinc^	绞	pejvo	3
content	kakinok	柿	piv	3
content	s^tanc	冲压	piv	3
content	dikro	二色	piv	3
content	nektar	蜜	pejvo	3
content	malign	恶	pejvo	3
content	balte	带	pejvo	3
content	prokariot	原核	piv	3
content	protozo	原兽	pejvo	3
content	sortiment	品类	pejvo	3
content	askarid	回虫	pejvo	3
content	glicer	甘油	piv	3
content	pomp	豪	pejvo	3
content	rektif	整	pejvo	3
content	plis	折	pejvo	3
content	s^ik	帅	pejvo	3
content	akomod	适	pejvo	3
content	helm	盔	piv	3
content	diplo	板障	piv	3
content	artikulaci	发音	piv	3
content	buks	黄杨	pejvo	3
content	fiakr	马车	pejvo	3
content	obstrukc	阻	pejvo	3
content	transcend	超	pejvo	3
content	horor	怖	pejvo	3
content	sambuk	接骨	pejvo	3
content	endivi	苦菜	pejvo	3
content	pesim	悲	pejvo	3
content	sektor	域	pejvo	3
content	optim	乐	pejvo	3
content	iteraci	迭	pejvo	3
content	infinitezim	微	pejvo	3
content	mang	芒果	pejvo	3
content	dril	钻	pejvo	3
content	kompos^t	堆肥	pejvo	3
content	pedant	迂	pejvo	3
content	rikur	递归	piv	3
content	petrosel	香芹	pejvo	3
content	paramagnet	顺磁	pejvo	3
content	korus	合唱	pejvo	3
content	bariton	男中音	pejvo	3
content	bos	凸	piv	3
content	konced	让	pejvo	3
content	penal	罚	pejvo	3
content	border	缘	pejvo	3
content	lobi	游说	pejvo	3
content	nupt	婚	pejvo	3
content	vizi	幻	pejvo	3
content	akapar	囤	pejvo	3
content	uretr	尿道	pejvo	3
content	turbid	浊	piv	3
content	astigmat	散光	pejvo	3
content	melis	蜂草	pejvo	3
content	apel	诉	pejvo	3
content	diagonal	斜	pejvo	3
content	guvern	教养	pejvo	3
content	arki	首	piv	3
content	kondiment	佐	pejvo	3
content	lorn	镜	pejvo	3
content	megalo	巨	pejvo	3
content	ekstens	伸	piv	3
content	hibisk	芙蓉	pejvo	3
content	absces	脓肿	pejvo	3
content	klerikal	教权	pejvo	3
content	ured	锈	piv	3
content	linc^	刑	pejvo	3
content	ekzot	异	pejvo	3
content	renegat	叛	pejvo	3
content	anastomoz	吻合	piv	3
content	obscen	淫	pejvo	3
content	rong^	啃	pejvo	3
content	kalm	静	piv	3
content	mandarin	橘	pejvo	3
content	nimf	精	pejvo	3
content	vil	蓬	pejvo	3
content	karpel	心皮	piv	3
content	kolaps	崩	pejvo	3
content	melankoli	郁	pejvo	3
content	flus	涨	pejvo	3
content	vinkt	钉	pejvo	3
content	platen	白金	pejvo	3
content	plasti	塑	piv	3
content	grumel	块	piv	3
content	glik	糖	piv	3
content	simul	拟	pejvo	3
content	ans	柄	pejvo	3
content	replik	驳	pejvo	3
content	inventar	盘	pejvo	3
content	prokur	代	pejvo	3
content	koc^	红虫	piv	3
content	vizier	檐	pejvo	3
content	etiket	礼	pejvo	3
content	c^ikan	刁	pejvo	3
content	gurd	摇琴	pejvo	3
content	gasteroste	刺鱼	pejvo	3
content	stafet	接力	pejvo	3
content	puber	发育	piv	3
content	asiz	审	pejvo	3
content	cirus	卷	pejvo	3
content	s^ed	棚	piv	3
content	anemon	银莲	pejvo	3
content	placent	胎盘	pejvo	3
content	anglikan	圣公	pejvo	3
content	parvenu	升	pejvo	3
content	pneu^mat	气	pejvo	3
content	sesi	会	pejvo	3
content	prote	帝王花	piv	3
content	lic^i	荔	piv	3
content	ekskomunik	开除	pejvo	3
content	restrikt	限	piv	3
content	aglutin	胶	pejvo	3
content	kantonment	营	pejvo	3
content	mentor	导师	pejvo	3
content	suna	圣行	pejvo	3
content	beat	福	pejvo	3
content	stup	填	pejvo	3
content	departement	部	pejvo	3
content	sinistr	灾	piv	3
content	simfoni	交响	pejvo	3
content	mile	黄米	pejvo	3
content	eu^kariot	真核	piv	3
content	resurs	资源	pejvo	3
content	peoni	牡丹	pejvo	3
content	rendiment	效率	pejvo	3
content	papaj	木瓜	pejvo	3
content	bizon	野牛	pejvo	3
content	sagu	西米	pejvo	3
content	afekci	情	pejvo	3
content	vals	圆舞	pejvo	3
content	kreozot	木馏	pejvo	3
content	pedunkl	梗	pejvo	3
content	nu	嘿	pejvo	3
content	pedo	童	pejvo	3
content	vehikl	载体	piv	3
content	kontrah	缩	piv	3
content	kroc^et	钩	pejvo	3
content	kardj	胃门	piv	3
content	apologi	辩	pejvo	3
content	libertin	荡	pejvo	3
content	terat	畸	pejvo	3
content	pleokro	多色	piv	3
content	kalejdoskop	万花筒	pejvo	3
content	avanc	进	pejvo	3
content	eskal	梯	pejvo	3
content	tonsil	扁桃	pejvo	3
content	amnesti	赦	pejvo	3
content	agnosk	认	pejvo	3
content	oficin	药	pejvo	3
content	prokuror	检察	pejvo	3
content	avangard	前卫	pejvo	3
content	nekton	自游	piv	3
content	volan	羽	pejvo	3
content	engag^	聘	pejvo	3
content	patos	慨	pejvo	3
content	interpunkci	标点	pejvo	3
content	kvartir	营	pejvo	3
content	edikt	令	pejvo	3
content	emfizem	气肿	pejvo	3
content	balkon	阳台	pejvo	3
content	revers	翻	pejvo	3
content	pleu^ronekt	比目鱼	pejvo	3
content	plane	翼	pejvo	3
content	ekscelenc	阁	pejvo	3
content	vink	蔓春	pejvo	3
content	j^ib	帆	pejvo	3
content	s^pat	耕	pejvo	3
content	astm	喘	pejvo	3
content	erod	磨	pejvo	3
content	idiom	语	pejvo	3
content	arek	棕	piv	3
content	virulent	毒	pejvo	3
content	stereotip	套	pejvo	3
content	klem	夹	pejvo	3
content	bevel	斜	pejvo	3
content	plus^	绒	pejvo	3
content	arnik	羊菊	pejvo	3
content	veft	纬	pejvo	3
content	trah^e	气管	pejvo	3
content	kapreol	鹿	pejvo	3
content	cirkumcid	割礼	pejvo	3
content	erudici	博	pejvo	3
content	farc^	填	pejvo	3
content	stak	垛	pejvo	3
content	lazur	蓝	pejvo	3
content	fungus	菌	pejvo	3
content	tore	斗牛	piv	3
content	pervers	邪	pejvo	3
content	debit	销	pejvo	3
content	spiroket	螺旋体	pejvo	3
content	simpat	交感	piv	3
content	kurator	监护	pejvo	3
content	kolin	胆碱	piv	3
content	penicilin	青霉素	pejvo	3
content	avokad	鳄梨	pejvo	3
content	modlur	线脚	pejvo	3
content	lancin	刺	piv	3
content	unitari	一神	piv	3
content	kordon	带	pejvo	3
content	manikur	美甲	pejvo	3
content	permitiv	介电	pejvo	3
content	bosk	林	pejvo	3
content	vital	命	pejvo	3
content	s^us	滑	piv	3
content	hidrid	氢化	piv	3
content	ensembl	套	pejvo	3
content	verdikt	判	pejvo	3
content	laktuk	生菜	pejvo	3
content	pelag	浮	piv	3
content	kamomil	甘菊	pejvo	3
content	rezignaci	顺	pejvo	3
content	mung	擦鼻	pejvo	3
content	rizom	根茎	pejvo	3
content	alteraci	蚀变	piv	3
content	porfir	斑岩	pejvo	3
content	patriark	族长	pejvo	3
content	mezomer	共振	piv	3
content	kolik	绞痛	pejvo	3
content	rur	乡	pejvo	3
content	bajt	字节	pejvo	3
content	kvaranten	隔	pejvo	3
content	safran	藏红花	pejvo	3
content	kimon	和服	pejvo	3
content	radikl	根	piv	3
content	ekspertiz	鉴	pejvo	3
content	bombard	轰	pejvo	3
content	singult	逆气	pejvo	3
content	filistr	俗	pejvo	3
content	ahims	不害	piv	3
content	tang	颠	pejvo	3
content	fosforesk	磷光	pejvo	3
content	spekulativ	猜	pejvo	3
content	delekt	悦	piv	3
content	gargar	漱	pejvo	3
content	padel	涉	pejvo	3
content	subvenci	补贴	pejvo	3
content	lofi	蛤蟆鱼	piv	3
content	ferut	驮	piv	3
content	trist	悲	pejvo	3
content	cereal	谷	pejvo	3
content	plagiat	窃	pejvo	3
content	partikular	私	pejvo	3
content	zigot	合子	piv	3
content	fibrin	纤蛋白	pejvo	3
content	mizogin	厌女	piv	3
content	velar	帆	pejvo	3
content	abandon	弃	piv	3
content	kam	凸轮	pejvo	3
content	banus	督	piv	3
content	paleont	古	pejvo	3
content	sinap	芥	pejvo	3
content	au^kci	拍卖	pejvo	3
content	gehen	狱	pejvo	3
content	fret	纹	pejvo	3
content	inversi	倒	pejvo	3
content	sism	震	pejvo	3
content	ejakul	射	pejvo	3
content	bok	牡	pejvo	3
content	orgasm	高潮	pejvo	3
content	kopal	脂	piv	3
content	hortikultur	园艺	pejvo	3
content	rastr	锄	piv	3
content	anzu	杏	piv	3
content	zizif	枣	pejvo	3
content	kvestor	财务官	pejvo	3
content	ekvizet	问荆	pejvo	3
content	teri	兽	piv	3
content	bigarel	脆樱	piv	3
content	rostr	鼻	pejvo	3
content	kapucen	帽	pejvo	3
content	falun	贝岩	piv	3
content	plankton	浮游	pejvo	3
content	hup	鸣	pejvo	3
content	akvarel	水彩	pejvo	3
content	langvor	倦	pejvo	3
content	psitak	鹦鹉	piv	3
content	polip	息肉	pejvo	3
content	sterling	镑	pejvo	3
content	kuspid	尖	piv	3
content	peon	卒	pejvo	3
content	dezajn	设计	piv	3
content	gazon	草坪	pejvo	3
content	le	背风	piv	3
content	telfer	缆路	pejvo	3
content	ostag^	人质	pejvo	3
content	tang^	接	pejvo	3
content	aprior	先	pejvo	3
content	trus	架	pejvo	3
content	geodezi	测地	pejvo	3
content	blend	甲	pejvo	3
content	panegir	颂	pejvo	3
content	talus	坡	pejvo	3
content	lavend	香草	pejvo	3
content	eu^genik	优生	pejvo	3
content	stim	估	piv	3
content	ambos	铁床	pejvo	3
content	hura	万岁	pejvo	3
content	ekzekuci	执	pejvo	3
content	bum	帆杆	pejvo	3
content	kras^	坠	pejvo	3
content	embol	栓	pejvo	3
content	pistak	开心果	pejvo	3
content	dur	硬	pejvo	3
content	rikan	讥	pejvo	3
content	dun	沙丘	pejvo	3
content	demisi	辞	pejvo	3
content	preri	草原	pejvo	3
content	prot	质子	pejvo	3
content	bojkot	抵制	pejvo	3
content	galb	凸	piv	3
content	istm	峡	pejvo	3
content	kokon	茧	pejvo	3
content	knid	刺胞	piv	3
content	labil	易变	pejvo	3
content	celsius	摄氏	pejvo	3
content	gliptik	玉雕	pejvo	3
content	pic	饼	pejvo	3
content	visk	寄	pejvo	3
content	hul	壳	pejvo	3
content	laf	熔岩	pejvo	3
content	sfinks	狮面	pejvo	3
content	morter	浆	pejvo	3
content	pekan	山核桃	piv	3
content	retrat	取	pejvo	2
content	fasm	竹节虫	piv	2
content	solfeg^	唱名	piv	2
content	karcinom	癌	piv	2
content	supe	餐	piv	2
content	kompuls	逼	piv	2
content	megom	兆	pejvo	2
content	s^ibu	柿涩	piv	2
content	bifid	叉	piv	2
content	au^reol	光环	pejvo	2
content	polis	保单	pejvo	2
content	astat	无定	pejvo	2
content	anopsi	盲	piv	2
content	grak	啼	pejvo	2
content	sakrament	圣礼	pejvo	2
content	cimbal	铜盘	pejvo	2
content	rojal	王	pejvo	2
content	groc	罗	pejvo	2
content	paleo	古	pejvo	2
content	pojn	腕	pejvo	2
content	tamburin	铃鼓	pejvo	2
content	lisp	咬舌	pejvo	2
content	en-	入	pejvo	2
content	apostat	叛	pejvo	2
content	vezir	相	pejvo	2
content	eu^roparlament	欧议	pejvo	2
content	glac	玻	pejvo	2
content	muskardin	僵病	piv	2
content	mikoz	菌症	pejvo	2
content	retor	辩	pejvo	2
content	vac^	值	pejvo	2
content	grenat	石榴	pejvo	2
content	epik	史诗	piv	2
content	obstetrik	产科	pejvo	2
content	toast	烤包	pejvo	2
content	kompres	敷	pejvo	2
content	kape	停	pejvo	2
content	g^iraf	颈鹿	pejvo	2
content	sfing	天蛾	piv	2
content	dierez	分音	pejvo	2
content	demagog	煽动	pejvo	2
content	satirus	羊神	pejvo	2
content	pag^i	侍	pejvo	2
content	matriark	母系	piv	2
content	pedikur	修脚	piv	2
content	piet	敬	pejvo	2
content	gri	碎粒	pejvo	2
content	lime	青柠	piv	2
content	laser	激光	pejvo	2
content	predikt	预	pejvo	2
content	bemol	降	pejvo	2
content	rozari	念珠	pejvo	2
content	sumo	相扑	pejvo	2
content	antilop	羚	pejvo	2
content	makrop	袋鼠	pejvo	2
content	pubi	耻骨	piv	2
content	nazal	鼻	pejvo	2
content	mandaren	官话	pejvo	2
content	podagr	痛风	pejvo	2
content	j^am	扰	piv	2
content	proskrib	逐	pejvo	2
content	stau^l	失速	pejvo	2
content	repudi	休妻	pejvo	2
content	konfesi	派	pejvo	2
content	hemisfer	半球	pejvo	2
content	operator	算子	piv	2
content	sporad	散	pejvo	2
content	arc^	弓	pejvo	2
content	letargi	嗜睡	pejvo	2
content	trigon	三角	piv	2
content	romanc	曲	pejvo	2
content	reflektor	镜	pejvo	2
content	kapitol	议堂	pejvo	2
content	lol	毒麦	pejvo	2
content	ptoz	垂	piv	2
content	benign	良	pejvo	2
content	ejgen	特征	piv	2
content	damp	抑	pejvo	2
content	sake	酒	pejvo	2
content	grac	恩	pejvo	2
content	dajmon	神灵	piv	2
content	koni	毒参	pejvo	2
content	numen	神	piv	2
content	jard	码	pejvo	2
content	statut	章程	pejvo	2
content	angin	咽炎	pejvo	2
content	aprez	赏	pejvo	2
content	enurez	遗尿	pejvo	2
content	tor	环	pejvo	2
content	lakmus	石蕊	pejvo	2
content	prajm	引爆	pejvo	2
content	labial	唇	pejvo	2
content	presuriz	压	piv	2
content	atm	我	piv	2
content	volovan	酥盒	pejvo	2
content	gimnosperm	裸子	pejvo	2
content	hermetik	封	pejvo	2
content	deterg	洗	pejvo	2
content	inkub	梦魔	pejvo	2
content	labi	唇	pejvo	2
content	papilom	乳头瘤	pejvo	2
content	streptokok	链球菌	pejvo	2
content	cerebr	脑	piv	2
content	marionet	偶	pejvo	2
content	adag^	慢	pejvo	2
content	virtuoz	匠	pejvo	2
content	stumbl	绊	pejvo	2
content	resus	猴	piv	2
content	platform	纲领	pejvo	2
content	barit	重晶石	pejvo	2
content	kosmetik	妆	pejvo	2
content	anamorfoz	变形	piv	2
content	spermat	精	piv	2
content	monofizit	一性	piv	2
content	skrofol	结核	pejvo	2
content	timian	百里香	pejvo	2
content	enukle	摘	pejvo	2
content	narkotik	麻醉	pejvo	2
content	skold	斥	piv	2
content	mime	印	pejvo	2
content	aspiraci	送气	piv	2
content	s^ort	短裤	piv	2
content	pletor	多血	pejvo	2
content	rota	皇院	piv	2
content	bust	胸	pejvo	2
content	skizoid	分裂	pejvo	2
content	makis	丛	pejvo	2
content	bravur	炫	piv	2
content	sternum	胸骨	pejvo	2
content	balg	风箱	pejvo	2
content	veksil	旗	piv	2
content	decidu	落	piv	2
content	eskar	焦疤	piv	2
content	editor	编	piv	2
content	ambigu	歧义	piv	2
content	fint	假	pejvo	2
content	nunci	使	pejvo	2
content	uncial	书体	piv	2
content	pupitr	案	pejvo	2
content	mileni	千年	piv	2
content	duplikat	副本	pejvo	2
content	agreg	聚	pejvo	2
content	gondol	舟	pejvo	2
content	prospektor	探矿	piv	2
content	ikt	拍	piv	2
content	kiropraktik	整脊	piv	2
content	bilanc	衡	pejvo	2
content	simultan	同时	pejvo	2
content	elizi	省	pejvo	2
content	sofism	诡辩	pejvo	2
content	o-brasik	菜	piv	2
content	iktio	鱼	piv	2
content	asidu	勤	piv	2
content	cug	铁杉	piv	2
content	epoksi	环氧	piv	2
content	diazoni	重氮	piv	2
content	klaft	寻	pejvo	2
content	infiltr	浸	piv	2
content	j^artel	吊袜	pejvo	2
content	oratori	清唱剧	piv	2
content	junkr	地主	pejvo	2
content	arier	后卫	pejvo	2
content	fikus	榕	piv	2
content	harmonium	风琴	pejvo	2
content	kolh^oz	农社	pejvo	2
content	kvorum	足数	pejvo	2
content	adiant	铁线草	pejvo	2
content	veterinar	兽医	pejvo	2
content	lagoftalm	兔眼	piv	2
content	emigr	迁	piv	2
content	mamon	财魔	pejvo	2
content	j^akard	提花	piv	2
content	benjet	炸糕	piv	2
content	karmezin	深红	pejvo	2
content	niz	鹰	pejvo	2
content	trogon	咬鹃	piv	2
content	separat	隔	piv	2
content	mecenat	庇	pejvo	2
content	dog	犬	pejvo	2
content	stertor	喘	pejvo	2
content	ancilostom	钩虫	piv	2
content	stomi	漏	pejvo	2
content	kolimat	准直	pejvo	2
content	polem	战	piv	2
content	propil	丙	piv	2
content	demagogi	煽动	pejvo	2
content	iktiosau^r	鱼龙	pejvo	2
content	investitur	任	pejvo	2
content	pumik	磨	pejvo	2
content	eksplic	释	piv	2
content	koluzi	谋	pejvo	2
content	buf	蛤蟆	pejvo	2
content	stafilokok	葡萄球菌	pejvo	2
content	sufuz	渗	piv	2
content	deviaci	偏	piv	2
content	korak	渡鸦	pejvo	2
content	filum	门	piv	2
content	kantarel	鸡油菌	pejvo	2
content	duet	二重	pejvo	2
content	entom	虫	pejvo	2
content	inferenc	推	piv	2
content	koopt	增补	piv	2
content	bonz	僧	pejvo	2
content	markez	棚	pejvo	2
content	serenad	小夜曲	pejvo	2
content	dafn	瑞香	pejvo	2
content	legionel	军团菌	piv	2
content	konvoj	护	pejvo	2
content	skurg^	鞭	pejvo	2
content	kolb	托	pejvo	2
content	kontumac	缺席	piv	2
content	hag^	朝拜	pejvo	2
content	bilg^	舱底	pejvo	2
content	mejoz	减分	piv	2
content	iskiat	坐神	piv	2
content	skulptur	雕	piv	2
content	kornet	短号	pejvo	2
content	konfront	对质	pejvo	2
content	arpeg^	散音	pejvo	2
content	feniks	凤	pejvo	2
content	eu^trof	富养	pejvo	2
content	orakol	占	pejvo	2
content	foni	声	pejvo	2
content	aleksi	失读	piv	2
content	lic	许	pejvo	2
content	poligon	多角	pejvo	2
content	aloj	合金	pejvo	2
content	sonet	十四行诗	pejvo	2
content	katekiz	诲	pejvo	2
content	divorc	离婚	pejvo	2
content	strongil	圆虫	piv	2
content	marsupi	袋	piv	2
content	presbiterian	长老	pejvo	2
content	seroz	浆膜	piv	2
content	okta	八	piv	2
content	verumontan	精丘	piv	2
content	numulit	钱虫	piv	2
content	tamtam	锣	pejvo	2
content	filadelf	山梅花	pejvo	2
content	klimaks	顶	piv	2
content	tab	签	pejvo	2
content	gofr	压花	piv	2
content	anhel	喘	pejvo	2
content	s^raman	苦僧	piv	2
content	salpetr	硝	pejvo	2
content	krokiz	草	pejvo	2
content	ekto	外	piv	2
content	kameleon	变色龙	pejvo	2
content	temperament	禀	pejvo	2
content	smut	黑穗病	pejvo	2
content	bigarad	酸橙	piv	2
content	rang^	调车	piv	2
content	ankiloz	关节强直	pejvo	2
content	car	帝	pejvo	2
content	dentin	齿质	piv	2
content	titr	滴定	pejvo	2
content	kulm	茎	pejvo	2
content	glikol	醇	piv	2
content	impregn	浸	piv	2
content	zen	禅	pejvo	2
content	upas	毒木	piv	2
content	rangifer	驯鹿	pejvo	2
content	konsign	寄	piv	2
content	sesdeknau^	舔吸	piv	2
content	morfem	语素	pejvo	2
content	remont	补马	pejvo	2
content	docent	讲师	pejvo	2
content	kanu	舟	pejvo	2
content	atas^e	随员	pejvo	2
content	epiteli	上皮	pejvo	2
content	spatel	铲	pejvo	2
content	regurgit	反流	piv	2
content	gencian	龙胆	pejvo	2
content	hesperornit	黄昏鸟	piv	2
content	anaglif	雕	piv	2
content	homotet	位似	piv	2
content	sufle	蛋奶酥	pejvo	2
content	belon	针鱼	piv	2
content	sued	猪	piv	2
content	himalaj	雪松	pejvo	2
content	dipso	渴	piv	2
content	leandr	虾	piv	2
content	retret	退	pejvo	2
content	sinergi	协同作用	pejvo	2
content	rezident	驻官	piv	2
content	balistik	弹道	pejvo	2
content	cipre	宝贝	piv	2
content	hen	嘶	pejvo	2
content	televizi	电视	pejvo	2
content	paraf	签	pejvo	2
content	miasm	毒气	pejvo	2
content	arkegoni	颈卵器	piv	2
content	alergi	过敏	pejvo	2
content	meriz	樱	pejvo	2
content	perfor	穿	piv	2
content	prestig^	威望	pejvo	2
content	serg^ent	军士	pejvo	2
content	masakr	屠	pejvo	2
content	psok	咬虫	piv	2
content	briz	微风	pejvo	2
content	fulmin	轰	pejvo	2
content	ekstemporal	即	pejvo	2
content	hoj	喂	pejvo	2
content	korvet	护舰	pejvo	2
content	giro	旋	pejvo	2
content	kompozit	菊	pejvo	2
content	neritik	浅海	piv	2
content	konklav	秘会	pejvo	2
content	fag^	食菌	piv	2
content	homoteti	位似	piv	2
content	drapir	帷	pejvo	2
content	dromedar	单峰驼	pejvo	2
content	hidatid	包虫	piv	2
content	gajak	愈疮木	pejvo	2
content	apokrif	伪	pejvo	2
content	minoritat	少数	pejvo	2
content	bugr	肛交	piv	2
content	peritone	腹膜	pejvo	2
content	c^ir	卷须	piv	2
content	karaben	马枪	pejvo	2
content	efedrin	麻黄碱	piv	2
content	kapstan	绞盘	pejvo	2
content	fonet	音	pejvo	2
content	anatem	咒	pejvo	2
content	fideikomis	信委	piv	2
content	susceptibl	率	pejvo	2
content	fen	焚风	pejvo	2
content	mumi	干尸	pejvo	2
content	lentan	五色梅	piv	2
content	amfor	罐	pejvo	2
content	centau^r	半人马	pejvo	2
content	lem	引理	pejvo	2
content	fau^l	违规	pejvo	2
content	aksiom	公理	pejvo	2
content	fau^n	兽群	pejvo	2
content	stimulin	激素	piv	2
content	vegan	素	pejvo	2
content	ekstrapol	外推	pejvo	2
content	atri	厅	piv	2
content	nef	云	piv	2
content	agoni	垂死	pejvo	2
content	kompiler	编译	pejvo	2
content	greb	潜鸟	piv	2
content	profilaktik	防	pejvo	2
content	kaprimulg	夜鹰	pejvo	2
content	alte	立葵	pejvo	2
content	skrot	阴囊	pejvo	2
content	barg^	驳	pejvo	2
content	ovi	羊	piv	2
content	melas	糖蜜	pejvo	2
content	semio	症	piv	2
content	strigl	刷	pejvo	2
content	limb	叶	pejvo	2
content	file	里脊	piv	2
content	tetanos	破伤风	piv	2
content	krabl	爬	pejvo	2
content	putin	妓	pejvo	2
content	asonanc	韵	pejvo	2
content	frog	辙叉	piv	2
content	burg	堡	piv	2
content	vikari	副祭	pejvo	2
content	areol	晕	piv	2
content	amend	改	pejvo	2
content	koron	日光环	pejvo	2
content	insinu	影射	piv	2
content	terminal	终端	pejvo	2
content	alburn	白鱼	pejvo	2
content	kastor	河狸	pejvo	2
content	disident	异	pejvo	2
content	heksa	六	pejvo	2
content	pastern	系部	piv	2
content	presbiop	老花	pejvo	2
content	kalkulus	齿石	pejvo	2
content	regent	摄政	pejvo	2
content	emeritur	退休金	pejvo	2
content	anafor	复	piv	2
content	embarg	禁	pejvo	2
content	spros	芽	pejvo	2
content	piton	巨蛇	pejvo	2
content	protrud	凸	piv	2
content	pamp	原	piv	2
content	tepid	温	pejvo	2
content	karis	假虎刺	piv	2
content	apokalips	末启	pejvo	2
content	koklus^	百日咳	pejvo	2
content	g^el	凝胶	pejvo	2
content	s^kop	勺	piv	2
content	vipur	毒蛇	pejvo	2
content	minera	矿	pejvo	2
content	puding	奶冻	pejvo	2
content	ekvipotencial	等势	piv	2
content	vermiljon	朱	pejvo	2
content	semafor	号	pejvo	2
content	sena	决明	piv	2
content	heliant	向日葵	pejvo	2
content	rabet	槽	piv	2
content	nekromanci	招魂	pejvo	2
content	ukij	浮世绘	pejvo	2
content	advers	敌	pejvo	2
content	muestr	样	piv	2
content	gvajak	愈疮木	pejvo	2
content	sizigi	大潮	pejvo	2
content	timid	怯	pejvo	2
content	c^izoj	剪	piv	2
content	suspensori	吊带	piv	2
content	legac	遗赠	pejvo	2
content	anduj	肚肠	piv	2
content	tentakl	触手	pejvo	2
content	spil	钻	pejvo	2
content	adjekt	状	pejvo	2
content	pirit	黄铁矿	pejvo	2
content	verben	鞭草	pejvo	2
content	fet	胎	pejvo	2
content	kakemon	挂轴	pejvo	2
content	vasal	臣	pejvo	2
content	apretur	整	pejvo	2
content	turban	头巾	pejvo	2
content	c^i-jar	今年	pejvo	2
content	skabi	癣	pejvo	2
content	klepto	偷	piv	2
content	limed	甜柠	piv	2
content	pru	头	pejvo	2
content	mamut	巨象	pejvo	2
content	piment	多香果	pejvo	2
content	povr	贫	pejvo	2
content	kulvert	暗渠	piv	2
content	spok	辐	pejvo	2
content	skorpen	蝎鱼	piv	2
content	vitral	彩窗	pejvo	2
content	okcipit	后脑	pejvo	2
content	tetr	琴鸡	pejvo	2
content	liken	地衣	pejvo	2
content	involukr	总苞	pejvo	2
content	dinosau^r	恐龙	pejvo	2
content	cis	此	pejvo	2
content	gonad	性腺	piv	2
content	ekspresion	表	pejvo	2
content	karj	山核桃	piv	2
content	salam	腊肠	pejvo	2
content	kurkuli	象甲	pejvo	2
content	mim	仿	pejvo	2
content	bistr	褐	pejvo	2
content	skadr	队	pejvo	2
content	eksplik	释	pejvo	2
content	cili	纤毛	pejvo	2
content	knal	啪	piv	2
content	kaos	混乱	pejvo	2
content	korset	束腰	pejvo	2
content	skovel	刷	piv	2
content	kori	绒膜	piv	2
content	fizionomi	相	pejvo	2
content	ksantom	黄瘤	piv	2
content	epiornit	隆鸟	pejvo	2
content	dekokt	煎	pejvo	2
content	resurekt	复活	pejvo	2
content	mulc^	覆	pejvo	2
content	pulc^inel	丑	pejvo	2
content	fritilari	贝母	pejvo	2
content	riport	报	piv	2
content	manometr	压计	pejvo	2
content	pum	砰	pejvo	2
content	bac	响	piv	2
content	brig^	桥牌	pejvo	2
content	konfisk	没收	pejvo	2
content	ependim	室膜	pejvo	2
content	divan	长椅	pejvo	2
content	kvik	麦草	piv	2
content	s^aman	巫	pejvo	2
content	heterodin	外差	piv	2
content	elit	优	pejvo	2
content	metilen	亚甲	pejvo	2
content	c^ement	牙骨质	piv	2
content	ciklop	巨	pejvo	2
content	tribunus	官	piv	2
content	oktant	八分	pejvo	2
content	au^toklav	高压锅	piv	2
content	splen	郁	pejvo	2
content	prim	质数	pejvo	2
content	teba	鸦片	piv	2
content	vojevod	督	piv	2
content	barikad	路障	pejvo	2
content	skalen	斜角	piv	2
content	sfenisk	企鹅	piv	2
content	kic^	俗	pejvo	2
content	guas^	水粉	pejvo	2
content	api	芹	pejvo	2
content	egret	冠羽	pejvo	2
content	primordi	原基	piv	2
content	koc^er	驾	pejvo	2
content	leksikon	词典	pejvo	2
content	glomerul	球	piv	2
content	kraken	饼	pejvo	2
content	kataplasm	膏	pejvo	2
content	plektr	拨	pejvo	2
content	emberiz	雀	pejvo	2
content	afazi	失语	pejvo	2
content	bordun	低音	piv	2
content	ksen	外	piv	2
content	enkau^stik	蜡画	piv	2
content	zenit	天顶	pejvo	2
content	silt	粉砂	piv	2
content	antraks	炭疮	pejvo	2
content	konvekt	对流	pejvo	2
content	defens	封	piv	2
content	kanap	长椅	pejvo	2
content	celuloz	纤素	pejvo	2
content	dau^b	桶板	pejvo	2
content	glicin	大豆	pejvo	2
content	apozici	位	pejvo	2
content	lontan	远	piv	2
content	madz	钉头锤	piv	2
content	petici	求	pejvo	2
content	faeton	马车	pejvo	2
content	troposfer	对流层	pejvo	2
content	faci	颜	piv	2
content	disertaci	论文	pejvo	2
content	rustik	朴	piv	2
content	tard	迟	pejvo	2
content	federal	联	pejvo	2
content	asket	苦行	pejvo	2
content	dekrement	减	pejvo	2
content	dietik	节	piv	2
content	elim	麦	pejvo	2
content	leu^cin	亮	piv	2
content	fol	愚	piv	2
content	secesi	脱	piv	2
content	ametrop	屈光	piv	2
content	kapus	航向	piv	2
content	bombast	夸	pejvo	2
content	portik	柱廊	pejvo	2
